go_id	go_term	go_domain	size	genes
GO:0005765	lysosomal membrane	cellular_component	76	280798|281023|281201|281202|281230|281291|281641|281788|281790|281849|281897|282010|282116|282147|282148|282216|282346|282689|282705|282869|327685|338036|338038|338082|338089|404156|504503|504700|505097|505361|505554|505997|506550|507031|507309|507491|508774|508903|508949|509041|509087|509775|509820|510495|511009|511088|512361|513545|513599|514106|514402|521864|526538|529186|532573|535407|537087|539035|539478|539663|539959|540667|550622|613527|613984|614849|615199|615893|616003|616375|616641|617624|767602|767922|780809|100125876
GO:0005768	endosome	cellular_component	129	280710|280722|280943|280963|280964|281040|281067|281111|281135|281193|281276|281281|281285|281291|281487|281604|281672|281674|281736|281876|281897|281998|282029|282030|282031|282148|282196|282335|282359|282382|282482|282602|282637|282689|287017|326599|338100|497017|504482|505379|505563|505684|505877|506148|506482|506911|506971|507409|507430|508723|508836|508872|509076|509080|509758|509775|509970|510164|510301|510574|511042|511223|511413|511736|511839|512803|513180|513214|513406|513840|514423|514541|515118|515675|516067|517259|518114|519217|519597|520348|520488|521442|521864|522791|522967|526538|527263|528076|528265|529972|532573|532723|533520|533602|533622|534069|534246|534567|534683|534708|538050|538514|539350|539357|539646|539663|539870|540406|540482|540667|540838|541123|613527|613720|613749|614333|614344|614408|614435|614729|615679|615849|616375|618286|767861|768006|777788|100125881|100139484
GO:0005769	early endosome	cellular_component	38	281067|281193|281276|281604|281672|281736|281998|282031|282148|282196|282335|282689|504482|506148|506971|507430|508872|510164|510574|511736|511839|513180|513214|513840|515118|521864|522791|528076|528265|529972|533602|534683|539350|539357|613720|613749|614435|614729
GO:0005770	late endosome	cellular_component	36	280963|280964|281193|281276|281281|281285|281291|281487|281674|281736|281897|282031|282482|326599|506971|508872|509775|509970|511042|511223|512803|513840|517259|521864|526538|533602|533622|538050|539350|539663|540406|613527|614333|616375|777788|100139484
GO:0005771	multivesicular body	cellular_component	10	280963|280964|281193|281276|281285|281487|281674|281897|326599|614333
GO:0005773	vacuole	cellular_component	87	280815|280832|281070|281105|281108|281112|281193|281276|281281|281421|281433|281711|281736|281838|281897|281909|282218|282271|282272|282341|282438|282467|282531|282602|282883|317710|327711|327715|352958|404146|404187|408001|504468|504781|505097|505514|505554|507188|507398|509076|509522|509775|509970|510524|510620|511378|511903|512444|513038|513406|514547|515397|515527|515575|516090|516797|518169|520348|524503|525303|526538|527140|529186|532686|533357|533602|534560|534927|538050|539357|539663|539959|540482|540667|540923|613674|614849|615376|615930|617955|618207|618286|618860|767922|780806|100125876|100141289
GO:0005774	vacuolar membrane	cellular_component	92	280798|281023|281201|281202|281230|281291|281641|281788|281790|281849|281897|282010|282116|282147|282148|282216|282346|282689|282705|282869|327685|327687|327715|338036|338038|338082|338089|338472|404156|408001|504503|504700|505097|505361|505554|505684|505997|506550|507031|507309|507491|508631|508774|508903|508949|509041|509087|509775|509820|510495|511009|511088|512361|513545|513599|514106|514277|514402|514547|514598|517728|521864|526538|529186|532573|534304|535407|536810|537087|538050|539035|539357|539478|539663|539848|539959|540482|540667|550622|613527|613984|614849|615199|615893|616003|616375|616641|617624|767602|767922|780809|100125876
GO:0005775	vacuolar lumen	cellular_component	4	505554|514347|529186|535407
GO:0005776	autophagic vacuole	cellular_component	8	282531|327715|408001|514547|532686|533602|540482|618286
GO:0005777	peroxisome	cellular_component	31	280763|280955|280960|281092|281235|281360|281400|282639|317658|404131|505763|505792|506291|506615|508918|509102|509481|510447|513533|513996|514113|514293|514832|518364|523752|532505|533661|540892|615506|615565|617720
GO:0005778	peroxisomal membrane	cellular_component	15	353160|407159|504602|506045|508609|511969|514832|521522|531682|533337|534380|538800|540337|617160|617491
GO:0005779	integral component of peroxisomal membrane	cellular_component	7	506007|506527|510447|515608|515730|540337|615565
GO:0005782	peroxisomal matrix	cellular_component	4	281416|282885|514832|541085
GO:0005783	endoplasmic reticulum	cellular_component	173	280699|280730|280741|280750|280795|280815|280904|280936|280958|280963|280964|281040|281153|281222|281285|281342|281373|281427|281530|281542|281569|281630|281803|281809|281811|281878|281879|281918|281971|281999|282021|282043|282112|282113|282434|282602|282646|282705|282846|282865|286770|286797|286858|286869|317654|317692|317697|317724|327703|327715|338067|338472|404166|404180|493639|493719|493998|497030|504391|504586|504831|504874|505043|505082|505233|505797|505855|505907|506103|506157|506206|506415|506895|507345|507346|507409|507491|507975|508631|508836|508912|508949|509037|509685|509955|510141|510220|510225|510314|510410|510688|510850|511144|511378|511603|511749|512261|512589|512662|513316|514028|514383|514610|515176|515222|515437|515577|515866|515878|515894|516024|517171|519085|519613|519860|521442|521470|523311|525072|527565|527885|528862|529166|529186|529660|532432|533078|533096|533202|533209|533451|533608|534212|534607|534615|534616|535126|535424|538427|539101|539223|539350|540347|540771|540923|540937|541236|541281|613734|613869|613886|613972|613987|614096|614333|614471|614774|614817|614834|615310|615368|615552|615627|616205|616748|616813|617001|617807|618814|768009|100125237|100125302|100336102
GO:0005784	Sec61 translocon complex	cellular_component	1	767980
GO:0005785	signal recognition particle receptor complex	cellular_component	1	281504
GO:0005786	signal recognition particle, endoplasmic reticulum targeting	cellular_component	3	512792|514960|614017
GO:0005787	signal peptidase complex	cellular_component	2	511453|767917
GO:0005788	endoplasmic reticulum lumen	cellular_component	35	280868|280901|281036|281373|281419|281448|281803|282646|414348|415110|415113|504832|505855|506157|506316|506991|508555|508782|509497|510480|510850|511603|511862|513167|516122|517962|518288|520650|522073|534311|535310|536435|539218|613357|614360
GO:0005789	endoplasmic reticulum membrane	cellular_component	240	280730|280872|280901|280924|281020|281110|281125|281151|281167|281190|281285|281409|281487|281535|281546|281691|281715|281741|281767|281824|281878|281879|282010|282021|282022|282023|282078|282099|282137|282211|282213|282214|282384|282602|282609|282646|282705|282852|282869|286812|286846|317654|317697|317706|326580|338039|353217|359721|360197|404121|404180|404548|407159|407225|444990|445422|493719|493989|493993|497030|504256|504438|504543|505060|505089|505124|505233|505558|505735|505958|506085|506103|506157|506336|506415|506530|506612|507080|507222|507290|507346|507488|507694|507878|508949|509037|509133|509192|509326|509378|509546|509656|509680|509739|509745|509819|509969|509977|510447|510483|510646|510688|511018|511614|511749|511943|512530|513010|513221|513509|513572|514158|514271|514374|514383|514394|514683|514688|514745|515069|515361|515773|515854|515878|515925|515999|516024|516626|518117|518991|519557|519613|521822|521829|522186|522283|522480|525416|526045|527590|527708|527885|528100|528204|529167|529312|529761|530502|530577|531676|532432|532512|532659|532713|532775|533086|533209|533277|533360|533661|533994|534097|534182|534304|534351|534380|534582|535038|535071|535190|535227|535424|536181|537812|537921|538144|538731|538849|538903|538998|539035|539101|539223|539289|539539|539993|540520|540640|540868|540937|540994|613575|613627|613674|613869|613886|613932|613984|614096|614128|614165|614217|614334|614612|614715|614774|614795|614905|615114|615368|615552|615641|615646|615778|615906|616044|616179|616210|616278|616694|616861|617293|617336|617379|617419|617707|618184|618580|618814|768052|768077|768079|780785|781260|785179|789567|100125237|100125240|100125317|100336102
GO:0005790	smooth endoplasmic reticulum	cellular_component	2	282705|327715
GO:0005791	rough endoplasmic reticulum	cellular_component	10	280741|281222|281285|281342|281878|281879|282705|286858|317697|511378
GO:0005793	endoplasmic reticulum-Golgi intermediate compartment	cellular_component	11	280741|505351|506157|506336|508912|510850|512662|515247|534304|535533|100125922
GO:0005794	Golgi apparatus	cellular_component	171	280699|280722|280729|280753|280868|280963|280964|280965|281093|281103|281188|281193|281195|281276|281291|281342|281374|281421|281427|281487|281510|281654|281662|281696|281706|281781|281849|281942|281967|281971|282132|282183|282380|282601|282637|282705|286767|286797|286825|286846|286858|287024|326580|327663|338058|338472|373543|404135|407122|407209|407238|445364|493993|504310|504318|504593|504790|504874|505009|505351|505797|505849|505868|506176|506911|506945|507491|507667|507975|508713|508723|508867|509546|509656|509832|509955|510225|510410|510994|511099|511110|511160|511624|512029|512261|512653|513316|513430|514028|514147|514695|514761|514832|515016|515222|515247|515437|515766|516375|517171|517345|518111|518601|519085|521470|525072|525567|526526|527854|527934|528315|529166|529186|529972|530577|531211|531436|532797|533451|533661|533729|533861|533874|533896|534351|535424|535653|535814|536359|537211|537560|538050|538144|538416|538855|539350|539636|539870|539959|540040|540068|540296|540406|540424|540780|540838|540892|540923|541175|613442|613773|613851|613960|613984|614333|614849|614920|615690|615764|616205|616331|616748|617660|617975|618055|618267|618286|767602|767922|768053|768330
GO:0005795	Golgi stack	cellular_component	7	282858|317724|504391|509758|526612|616809|618880
GO:0005796	Golgi lumen	cellular_component	2	280987|528783
GO:0005797	Golgi medial cisterna	cellular_component	1	509775
GO:0005798	Golgi-associated vesicle	cellular_component	9	282132|282359|282858|404069|520488|529761|538540|614904|100125881
GO:0005801	cis-Golgi network	cellular_component	9	504391|511030|515247|534351|540068|540347|540583|614904|616205
GO:0005802	trans-Golgi network	cellular_component	31	280741|280804|281022|281440|282116|282859|327663|506148|508675|510301|511042|511387|513162|514541|517345|525394|527278|527934|532555|538050|538540|538919|540347|540482|540583|540853|614236|614333|616923|617486|768040
GO:0005811	lipid particle	cellular_component	19	282139|282689|286879|327708|404129|506415|508493|511510|513868|528834|531199|533953|534027|534217|534607|538903|539124|616694|767948
GO:0005813	centrosome	cellular_component	83	281061|281630|281668|281790|282005|282010|282148|282322|282323|282705|282707|286823|326577|327679|353245|404152|407122|445364|504411|504437|505025|505242|505579|505775|505839|505840|505849|507498|507840|508836|510141|510950|511062|511349|513342|513430|513688|513751|514327|514402|514442|515499|515660|518399|518859|521442|525161|525680|527201|528378|528946|529507|531436|531706|532120|532261|533147|533158|533228|534170|534203|534400|534611|535182|536421|538238|538314|538501|538735|539003|539251|540040|540206|540369|540660|541101|613462|615264|616609|767819|781199|787548|100125881
GO:0005814	centriole	cellular_component	19	414925|445364|445424|505200|506914|508601|512850|514405|515350|517994|519463|527631|528348|532120|533602|534489|539043|613916|785911
GO:0005815	microtubule organizing center	cellular_component	137	281047|281061|281494|281574|281630|281668|281696|281790|282005|282010|282041|282148|282322|282323|282513|282684|282705|282707|282859|286823|326577|327672|327679|353245|404152|407122|414925|445364|445424|504411|504437|504499|505025|505242|505507|505533|505579|505775|505839|505840|505849|506246|506336|506914|507199|507498|507840|507845|507936|508357|508601|508836|509107|509656|510141|510399|510595|510778|510950|511062|511349|512043|512478|513342|513430|513688|513751|514327|514402|514442|514749|515158|515247|515263|515499|515660|517994|518399|518859|519217|519463|519937|521442|525161|525416|525680|527201|528378|528946|529507|530393|531436|531706|532120|532261|532704|532712|533147|533158|533228|534170|534203|534400|534489|534611|535182|536021|536421|538238|538314|538501|538735|538921|539003|539251|540040|540118|540206|540369|540398|540660|541101|613336|613448|613462|613916|614028|615264|616609|617486|767819|767946|768014|781199|787548|100125305|100125881
GO:0005819	spindle	cellular_component	46	281061|281494|282142|282380|282513|317655|326588|327672|360192|404151|408000|504437|505401|506294|506605|507845|510184|510540|511009|511077|511612|513430|513868|514327|515350|516099|521442|527829|527854|530393|532712|533147|534849|536421|538238|538585|538921|540783|613462|618676|618880|767819|786491|787548|100125238|100126055
GO:0005827	polar microtubule	cellular_component	2	506632|541101
GO:0005829	cytosol	cellular_component	364	280712|280730|280750|280761|280795|280805|280817|280872|280901|280922|280950|280955|280979|280989|281022|281066|281093|281160|281181|281188|281193|281206|281229|281235|281250|281274|281275|281296|281345|281351|281418|281421|281440|281447|281492|281495|281515|281528|281542|281574|281590|281597|281625|281626|281637|281641|281650|281656|281661|281662|281663|281664|281706|281711|281715|281719|281725|281814|281831|281838|281935|281971|281976|281986|281993|281994|281995|281999|282001|282002|282004|282010|282041|282053|282099|282110|282139|282147|282170|282182|282320|282321|282326|282356|282359|282438|282513|282531|282646|282652|282682|282689|282707|282715|282848|282857|282869|282885|286797|286823|286825|286852|286879|287007|287017|287026|317724|326597|326600|326602|327662|327671|327672|327682|327683|327685|327708|327715|338055|338058|338082|338472|360006|399559|404069|404126|404138|404146|404151|408001|414925|444867|444881|445543|497024|497025|497026|504499|504831|504867|505009|505025|505066|505512|505624|505679|505694|505710|505840|505994|506308|506348|506426|506596|506764|506973|507007|507165|507199|507340|507345|507347|507409|507477|507486|507722|507837|507897|507986|507989|508158|508235|508361|508535|508571|508727|508788|508847|509002|509076|509273|509292|509786|509914|509958|510154|510201|510314|510376|510463|510524|510574|510602|510679|510684|510704|511268|511469|511571|512033|512056|512480|512499|512589|512981|512993|513214|513316|513461|513483|513531|513825|513873|513922|514168|514202|514394|514547|514621|514706|514832|514932|515030|515181|515354|515371|515556|515563|515594|515890|515894|515913|515968|516090|516595|518321|518601|519014|519736|519937|520488|520979|521522|521864|522621|522824|523039|523752|525042|525072|525263|525416|526133|526612|526848|527479|527829|527934|528003|528142|528204|528265|528288|528315|528834|528862|529235|529972|530447|530709|531199|531367|531493|532568|532778|533228|533360|533364|533374|533746|534183|534214|534217|534304|534402|534607|534751|535571|536284|536421|536616|536810|537703|537921|538486|538585|538883|539003|539124|539357|539393|539431|539459|539646|539663|539728|539764|539930|540025|540083|540190|540228|540466|540838|540892|541077|541099|541250|541274|541597|613304|614103|614194|614345|614471|614606|614630|614729|614795|615149|615229|615240|615289|615392|615414|615427|615954|616266|616553|617001|617650|617807|618021|618024|618607|618691|618954|692183|767601|767820|767901|768228|781334|781788|782472|787270|790815|100034674|100124502|100125308|100125876|100126182|100296400|100336258
GO:0005832	chaperonin-containing T-complex	cellular_component	7	281047|504735|505313|512043|514355|521540|613336
GO:0005833	hemoglobin complex	cellular_component	6	280813|511735|512439|513108|513240|100140603
GO:0005834	heterotrimeric G-protein complex	cellular_component	17	281201|281202|281203|281204|281452|281453|281788|281789|281790|281794|281795|281796|281797|286850|287018|511812|618399
GO:0005838	proteasome regulatory particle	cellular_component	5	282015|512456|512891|513461|538204
GO:0005839	proteasome core complex	cellular_component	17	282013|282328|505050|505176|506203|507213|510069|510155|510423|510593|511207|514237|515503|516919|533874|534640|539141
GO:0005840	ribosome	cellular_component	83	282052|282277|282688|282847|282884|286790|286853|286868|286884|327694|337888|404133|404190|504320|505728|505917|505981|506297|506358|506768|507151|507154|507168|508143|508216|508221|508359|509426|509768|510058|510127|510547|510824|510957|511051|511479|511510|511926|513031|513128|513622|514403|514740|514753|514880|514966|515228|515238|515534|515885|515990|516084|516540|519302|523435|532044|532203|532389|533011|534317|534352|534751|540278|540720|540965|613972|614102|614151|614220|614241|614579|614872|615431|615666|615873|617005|617901|618357|618609|767908|768317|768327|786454
GO:0005844	polysome	cellular_component	4	281138|404130|507213|538748
GO:0005845	mRNA cap binding complex	cellular_component	3	281751|404130|510872
GO:0005846	nuclear cap binding complex	cellular_component	1	510872
GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	cellular_component	7	280875|281712|282588|282684|282703|327689|616339
GO:0005849	mRNA cleavage factor complex	cellular_component	10	280875|281712|282588|282684|282703|327689|506507|518859|616339|768231
GO:0005850	eukaryotic translation initiation factor 2 complex	cellular_component	1	327694
GO:0005851	eukaryotic translation initiation factor 2B complex	cellular_component	5	327694|513958|516670|521926|534063
GO:0005852	eukaryotic translation initiation factor 3 complex	cellular_component	11	506873|514449|515226|515326|515543|521747|534165|534882|539052|615695|789999
GO:0005853	eukaryotic translation elongation factor 1 complex	cellular_component	3	515233|516473|520875
GO:0005856	cytoskeleton	cellular_component	164	280834|280979|281041|281072|281181|281258|281439|281544|281559|281574|281595|281653|281660|281668|281753|281754|281885|281901|281936|281942|281976|282102|282196|282356|282385|282467|282709|282857|286798|286883|287024|327682|327715|337926|338037|338049|338052|352960|407209|444867|445543|493724|493728|497015|497019|504452|504482|504519|504707|505066|505499|506155|506308|506683|507197|507837|507845|507966|508031|508306|508361|508869|508874|509259|509290|509524|510008|510075|510164|510324|510998|511099|511956|512410|512662|512907|512981|513267|513531|513873|513895|514006|514213|514603|514742|514902|515059|515214|515278|515834|516024|516282|517111|517750|521379|521442|522269|523039|523070|523327|523344|524770|524980|525427|526612|526848|527433|527488|528003|530709|530941|531488|532244|532569|532851|532898|533364|533737|533851|533874|534203|534377|534407|534432|534553|534583|535077|535372|535421|535869|538516|538690|538793|539034|539332|540051|540254|540296|540407|540426|540487|540614|613527|614042|614675|615408|615726|615869|616818|617165|617274|617620|617894|617975|618235|618441|767615|767922|768210|768227|768233|780784|781334|789618
GO:0005859	muscle myosin complex	cellular_component	1	281337
GO:0005861	troponin complex	cellular_component	5	282095|282096|286816|509486|511094
GO:0005865	striated muscle thin filament	cellular_component	3	281592|505645|515610
GO:0005868	cytoplasmic dynein complex	cellular_component	7	282380|404151|513342|519597|526329|613724|768062
GO:0005869	dynactin complex	cellular_component	5	511083|513751|514327|527201|100125305
GO:0005871	kinesin complex	cellular_component	7	506294|517633|527854|538921|767885|768014|777770
GO:0005874	microtubule	cellular_component	113	280752|280968|281061|281295|281296|281515|281555|282380|282513|327683|327715|338472|353245|404053|404151|407122|407996|408001|414925|444987|445424|504244|504318|504411|504437|504499|504735|505313|506294|506362|506485|506632|507165|507226|507311|507703|507845|508535|508794|509431|509921|510343|510595|511691|512276|513277|513342|513788|514355|514463|514547|514683|514748|515249|517633|519014|519068|519613|521442|521940|522915|524652|524709|526329|526937|527201|527829|527854|528100|528378|529246|530447|532432|533746|534206|534816|534900|535320|535605|536421|538238|538921|539043|539090|539149|539530|540040|540216|540236|540369|540660|540892|540970|541101|541250|541597|613724|614688|614904|614988|615087|615847|616028|616317|618379|767885|768014|768036|768062|768070|777770|777775|781199
GO:0005875	microtubule associated complex	cellular_component	32	280916|282380|282513|327715|360192|404151|414925|504437|506294|507311|509431|511083|513342|513751|514327|517633|519597|524709|526329|527201|527854|528378|535320|538921|540369|613724|618379|767885|768014|768062|777770|100125305
GO:0005876	spindle microtubule	cellular_component	18	281061|407122|414925|444987|504437|506632|507703|509921|538238|540040|540216|540660|541101|541250|614688|615847|616028|768014
GO:0005879	axonemal microtubule	cellular_component	1	519014
GO:0005881	cytoplasmic microtubule	cellular_component	13	404053|414925|512276|514683|519014|524652|526937|528100|532432|536421|540040|540216|781199
GO:0005882	intermediate filament	cellular_component	45	280765|280955|281189|281193|281268|281269|281347|281348|281644|281645|281888|281889|286811|326577|404111|404115|407188|407189|445543|505214|507421|508202|509747|510082|511540|514812|521074|522400|523221|525034|531057|531981|532236|532644|535697|536311|538611|539216|539683|540204|768045|768046|783679|783717|788909
GO:0005883	neurofilament	cellular_component	4	281347|281348|510082|532236
GO:0005884	actin filament	cellular_component	13	280939|280989|281440|281574|281592|282196|327671|338052|506610|512981|515610|527263|533219
GO:0005885	Arp2/3 protein complex	cellular_component	9	281597|326600|506596|508402|538486|539459|540838|613421|614345
GO:0005886	plasma membrane	cellular_component	591	280686|280710|280715|280722|280733|280737|280740|280765|280804|280805|280808|280843|280941|280955|280963|280964|280965|280979|280988|280991|280993|280994|280996|281038|281040|281048|281052|281057|281063|281067|281123|281127|281128|281129|281131|281133|281136|281141|281172|281194|281207|281208|281258|281278|281296|281298|281299|281300|281349|281363|281368|281373|281374|281401|281410|281417|281422|281426|281427|281439|281452|281453|281454|281495|281509|281511|281529|281536|281542|281549|281553|281569|281588|281603|281604|281606|281607|281637|281638|281641|281650|281654|281661|281662|281663|281664|281665|281672|281696|281705|281719|281733|281736|281749|281750|281754|281766|281788|281789|281790|281793|281799|281800|281801|281806|281812|281831|281832|281848|281863|281876|281885|281897|281898|281941|281943|281957|281958|281963|281971|281975|281996|282001|282002|282020|282029|282030|282031|282035|282041|282043|282068|282083|282088|282091|282112|282113|282115|282119|282131|282133|282134|282135|282139|282144|282147|282173|282178|282183|282184|282216|282229|282243|282257|282303|282306|282320|282321|282322|282323|282325|282330|282331|282353|282354|282355|282357|282359|282362|282365|282377|282382|282387|282431|282463|282467|282474|282484|282514|282527|282578|282637|282638|282646|282651|282653|282661|282682|282689|282857|282862|282867|286771|286823|286842|286851|286852|286886|286969|317654|317655|317692|317721|317756|317777|319095|326583|327667|327675|327685|327693|327708|327715|337919|337925|338038|338049|338058|338066|338082|338089|338100|369024|404089|404122|404179|404189|407122|407132|407151|407209|407227|407237|407238|407996|414735|444867|444881|493642|493729|494549|497018|497202|504449|504499|504519|504700|504735|504813|505009|505040|505043|505106|505256|505379|505472|505514|505554|505679|505735|505775|505805|505853|505937|506155|506159|506206|506308|506314|506348|506545|506550|506622|506646|506764|506911|506999|507172|507185|507196|507389|507430|507439|507470|507491|507533|507598|507667|507718|507921|507966|507987|507997|508014|508042|508157|508268|508343|508412|508493|508510|508541|508631|508800|508847|508869|509080|509107|509235|509439|509656|509775|509820|509933|510141|510201|510239|510301|510320|510397|510575|510635|510668|510684|510688|510689|510704|510738|510778|510781|511099|511135|511160|511268|511378|511460|511469|511765|511861|511870|511908|511955|511956|512080|512082|512207|512302|512581|512653|512662|512876|512981|513006|513055|513094|513152|513193|513531|513787|514036|514039|514394|514487|514541|514610|514685|514706|514812|514863|514998|515016|515118|515148|515181|515331|515401|515437|515532|515556|515635|515646|515675|515854|515911|516008|516024|516158|516247|516375|516422|516626|516670|517077|517111|517446|518114|518283|518321|518399|518739|518905|519729|519937|520278|521037|521196|521834|522529|523124|523752|524683|524770|526376|526525|526585|526612|526652|526704|526848|526884|526950|527140|527210|527488|527572|527631|527708|528174|529146|529327|529375|529760|529761|529849|530352|530879|532261|532569|532573|532712|532713|532865|533126|533250|533360|533613|533622|533661|533692|533720|533729|533844|533861|534027|534214|534414|534439|534497|534708|535311|535372|535533|535653|535664|535814|536021|536203|537431|537560|537713|537946|538123|538143|538144|538479|538583|538668|538685|538735|538783|538903|538936|539003|539036|539038|539235|539350|539464|539555|539764|539920|539948|539955|539959|540003|540038|540044|540207|540287|540303|540398|540423|540424|540446|540509|540838|540853|540982|541123|541164|541274|613327|613482|613527|613535|613548|613644|613749|613751|613987|614042|614148|614242|614299|614380|614406|614412|614435|614441|614507|614550|614744|614849|614942|615074|615114|615310|615365|615411|615447|615464|615552|615627|615659|615764|616085|616139|616266|616443|616482|616545|616753|616818|617066|617425|617453|617594|617707|617775|617894|617924|618278|618684|618714|618749|618785|767902|767906|767914|767919|767943|767953|768035|768210|768235|768307|780881|781044|785911|786878|787004|787444|788252|789618|100124502|100124525|100125302|100125881|100139476|100139484|100336102
GO:0005887	integral component of plasma membrane	cellular_component	100	280859|280911|280939|280943|281008|281040|281125|281126|281220|281231|281371|281456|281605|281642|281685|281700|281701|281783|281798|281880|281881|281883|281900|281952|281983|282010|282102|282226|282239|282240|282248|282258|282346|282348|282356|282359|282363|282365|282366|282367|282368|282653|282705|282709|338036|338044|338068|407180|407230|414921|414922|493642|493988|504534|505423|505563|505775|507026|507409|507459|507783|509933|510344|511064|511435|512361|512495|515437|515976|516087|518283|520189|522170|523784|526088|530393|530409|532432|534816|537067|539387|539462|539844|539848|539870|540406|540519|540657|540841|541217|613639|614333|616128|616139|616179|767929|767936|780806|780866|788410
GO:0005890	sodium:potassium-exchanging ATPase complex	cellular_component	4	282562|510026|515161|532844
GO:0005891	voltage-gated calcium channel complex	cellular_component	6	281827|282160|327667|327703|617472|781184
GO:0005892	acetylcholine-gated channel complex	cellular_component	6	281687|281689|282178|282179|282702|338070
GO:0005896	interleukin-6 receptor complex	cellular_component	1	280826
GO:0005901	caveola	cellular_component	18	281040|281276|281897|282021|282102|282116|282346|282573|286879|287024|337925|407230|493642|507667|508675|510203|526585|615310
GO:0005902	microvillus	cellular_component	15	280939|281573|281838|281936|282089|282147|286823|337926|338059|338082|505242|510998|526937|535421|100126272
GO:0005903	brush border	cellular_component	6	281936|281937|282357|282653|522967|526937
GO:0005905	coated pit	cellular_component	15	280710|281276|281637|281638|282183|504449|511691|517446|532546|540892|616331|618267|768040|768053|786491
GO:0005911	cell-cell junction	cellular_component	86	280722|280765|280832|280859|280936|280939|281008|281054|281062|281063|281127|281128|281129|281131|281193|281258|281337|281405|281515|281597|281733|281736|281781|281876|282002|282102|282184|282196|282307|282382|282869|286823|327708|338049|338052|404089|404153|407151|407996|414921|414922|445543|504482|505040|506545|506683|508268|509246|509933|510125|511460|512659|512975|514039|514541|514902|514998|515371|516024|516247|519937|521015|522269|524530|524770|526652|528379|530393|533729|534414|534553|538100|538514|538709|539003|540406|540554|541164|541209|616283|617453|617924|618204|780866|784675|100139484
GO:0005912	adherens junction	cellular_component	132	280710|280729|280746|280765|280939|280955|281040|281062|281063|281193|281202|281408|281419|281440|281515|281528|281574|281597|281661|281662|281733|281831|281876|281983|282005|282125|282132|282296|282318|282637|282646|286798|286863|286867|287022|326588|326600|326602|327671|327685|338049|338058|404137|404140|445543|504413|504519|504593|504795|504876|505507|506229|506294|506596|507718|508490|508847|508869|508882|509163|509832|510008|510615|511099|511413|511433|511435|512662|512907|513128|514569|514902|515118|515401|515834|516063|517535|518399|519937|521918|522269|524770|524973|526848|528135|529759|530941|531682|532573|532851|532898|533155|533219|533285|533310|533729|533892|534214|534279|534553|534583|534965|538718|538975|539003|539019|539381|539387|539955|540139|540207|540426|540838|550622|613421|613644|615300|615329|615464|615679|615869|615975|617525|617534|767833|768311|781044|781648|784675|786491|788861|100125237
GO:0005913	cell-cell adherens junction	cellular_component	7	280765|281062|281063|281193|445543|524770|539003
GO:0005915	zonula adherens	cellular_component	1	445543
GO:0005916	fascia adherens	cellular_component	5	280765|281062|281193|524770|539003
GO:0005921	gap junction	cellular_component	2	280859|281193
GO:0005922	connexon complex	cellular_component	12	281193|281194|282577|407154|508454|511119|538745|538913|539491|539935|539991|100140301
GO:0005923	tight junction	cellular_component	28	281258|281515|281733|282184|282382|404089|404153|414921|414922|506545|508268|510125|511460|512659|512975|514039|514541|514902|514998|516024|524530|528379|538514|538709|539003|541209|616283|617453
GO:0005924	cell-substrate adherens junction	cellular_component	120	280729|280746|280939|280955|281040|281062|281193|281202|281408|281419|281440|281528|281574|281597|281661|281662|281831|281876|281983|282005|282125|282132|282296|282318|282646|286798|286863|286867|287022|326588|326600|326602|327671|327685|338049|338058|404137|404140|445543|504413|504519|504593|504795|504876|505507|506229|506294|506596|508490|508847|508882|509163|509832|510008|510615|511099|511413|511433|511435|512662|512907|513128|514569|514902|515118|515401|515834|516063|517535|518399|519937|521918|522269|524770|524973|528135|529759|531682|532573|532851|532898|533155|533219|533285|533310|533729|533892|534214|534279|534553|534583|534965|538718|538975|539003|539019|539381|539387|539955|540139|540207|540426|540838|550622|613421|613644|615300|615329|615679|615869|615975|617525|617534|767833|768311|781044|781648|786491|788861|100125237
GO:0005925	focal adhesion	cellular_component	119	280729|280746|280939|280955|281040|281062|281193|281202|281408|281419|281440|281528|281574|281597|281661|281662|281831|281876|281983|282005|282125|282132|282296|282318|282646|286798|286863|286867|287022|326588|326600|326602|327671|327685|338049|338058|404137|404140|445543|504413|504519|504593|504795|504876|505507|506229|506294|506596|508490|508847|508882|509163|509832|510008|510615|511099|511413|511433|511435|512662|512907|513128|514569|514902|515118|515401|515834|516063|517535|518399|519937|521918|522269|524770|524973|528135|529759|531682|532573|532851|532898|533155|533219|533285|533310|533729|533892|534214|534279|534553|534583|534965|538718|538975|539003|539019|539381|539387|539955|540139|540207|540426|540838|550622|613421|613644|615300|615329|615679|615869|617525|617534|767833|768311|781044|781648|786491|788861|100125237
GO:0005927	muscle tendon junction	cellular_component	1	615975
GO:0005929	cilium	cellular_component	72	280715|280916|280922|281040|281342|281449|281567|281700|281701|281794|281795|282022|282293|282294|282348|282656|282707|287007|327662|404132|404152|445364|445424|504318|504736|505579|505840|506914|507311|508031|508601|508954|509032|509431|510019|510160|510343|510399|512410|512850|514277|514463|515354|516107|517994|519068|519098|521940|522915|523327|527979|529193|529246|530118|530393|531436|532120|533228|535421|538713|539043|540040|540236|540296|541168|613462|617147|618379|767821|768006|768326|100125881
GO:0005930	axoneme	cellular_component	12	281296|327715|408000|408001|507311|509524|512410|517994|519014|523187|532686|534432
