go_id	go_term	go_domain	size	genes
GO:0044524	protein sulfhydration	biological_process	1	539159
GO:0044530	supraspliceosomal complex	cellular_component	1	617969
GO:0044539	long-chain fatty acid import	biological_process	1	509493
GO:0044540	L-cystine L-cysteine-lyase (deaminating)	molecular_function	1	539159
GO:0044546	NLRP3 inflammasome complex assembly	biological_process	1	538639
GO:0044548	S100 protein binding	molecular_function	4	281160|282142|282689|525716
GO:0044550	secondary metabolite biosynthetic process	biological_process	11	280761|280951|281298|281487|282105|282182|404192|511624|515321|613527|615999
GO:0044557	relaxation of smooth muscle	biological_process	3	281216|281495|529760
GO:0044565	dendritic cell proliferation	biological_process	1	767932
GO:0044597	daunorubicin metabolic process	biological_process	1	533020
GO:0044598	doxorubicin metabolic process	biological_process	1	533020
GO:0044609	DBIRD complex	cellular_component	1	533643
GO:0044615	nuclear pore nuclear basket	cellular_component	1	785768
GO:0044650	adhesion of symbiont to host cell	biological_process	1	509235
GO:0044665	MLL1/2 complex	cellular_component	6	509327|511048|512885|514085|532936|100125836
GO:0044699	single-organism process	biological_process	3074	280677|280678|280682|280685|280686|280687|280688|280695|280705|280707|280712|280713|280715|280716|280717|280718|280719|280722|280726|280728|280729|280730|280733|280740|280741|280742|280746|280748|280749|280752|280753|280755|280756|280758|280760|280761|280762|280763|280784|280785|280787|280789|280792|280794|280795|280798|280804|280808|280813|280815|280816|280817|280824|280826|280827|280828|280829|280832|280833|280836|280840|280841|280843|280844|280845|280846|280847|280849|280851|280855|280858|280859|280868|280869|280878|280881|280887|280890|280894|280897|280901|280903|280904|280905|280907|280910|280911|280916|280922|280924|280931|280934|280936|280939|280941|280943|280946|280948|280950|280951|280955|280956|280958|280960|280963|280964|280965|280968|280969|280976|280988|280989|280991|280994|280995|280997|281002|281004|281006|281008|281011|281020|281022|281023|281033|281035|281038|281040|281041|281043|281044|281055|281061|281062|281063|281066|281067|281070|281072|281073|281088|281090|281091|281092|281093|281095|281096|281099|281103|281105|281108|281110|281111|281112|281118|281119|281122|281123|281124|281125|281134|281135|281137|281138|281139|281141|281142|281146|281151|281152|281156|281157|281158|281160|281161|281167|281170|281172|281173|281175|281177|281181|281183|281184|281187|281189|281191|281192|281193|281194|281195|281198|281199|281201|281203|281206|281209|281210|281212|281214|281216|281217|281220|281229|281230|281231|281233|281235|281237|281240|281248|281249|281250|281251|281254|281258|281268|281270|281274|281275|281276|281281|281282|281283|281285|281289|281291|281293|281296|281297|281298|281300|281302|281306|281308|281311|281312|281335|281336|281342|281343|281345|281348|281349|281350|281355|281356|281357|281358|281360|281363|281365|281366|281371|281373|281375|281385|281387|281400|281402|281405|281407|281408|281409|281410|281414|281416|281419|281420|281421|281423|281424|281428|281433|281439|281440|281444|281447|281448|281449|281450|281453|281454|281456|281457|281465|281476|281477|281478|281480|281481|281482|281487|281492|281494|281495|281496|281499|281500|281504|281507|281510|281511|281512|281515|281518|281528|281529|281530|281536|281537|281538|281542|281543|281554|281555|281557|281561|281562|281563|281564|281565|281568|281569|281570|281572|281573|281574|281576|281577|281581|281588|281590|281592|281597|281598|281601|281603|281605|281606|281607|281612|281613|281615|281617|281618|281620|281625|281626|281627|281630|281631|281637|281640|281641|281642|281643|281645|281649|281650|281651|281652|281656|281662|281663|281665|281666|281667|281668|281671|281674|281677|281682|281683|281685|281687|281688|281689|281696|281700|281701|281702|281706|281707|281711|281713|281715|281718|281719|281720|281722|281724|281725|281728|281729|281730|281733|281734|281735|281736|281737|281738|281739|281740|281741|281742|281748|281749|281750|281751|281752|281753|281754|281762|281767|281770|281773|281777|281778|281780|281781|281783|281785|281787|281788|281790|281793|281794|281795|281796|281801|281802|281803|281809|281811|281813|281814|281816|281820|281824|281831|281832|281833|281838|281839|281840|281847|281848|281856|281857|281860|281865|281867|281869|281870|281875|281876|281877|281878|281879|281880|281881|281883|281884|281885|281889|281894|281897|281898|281900|281901|281903|281904|281908|281913|281914|281915|281923|281935|281936|281937|281938|281945|281948|281951|281952|281958|281962|281963|281971|281972|281973|281974|281975|281976|281977|281978|281985|281986|281987|281989|281993|281996|281997|281998|281999|282001|282002|282005|282006|282010|282013|282019|282021|282022|282023|282029|282030|282031|282032|282038|282041|282043|282048|282053|282060|282068|282069|282071|282072|282077|282081|282087|282089|282090|282095|282096|282099|282100|282101|282102|282105|282110|282112|282113|282116|282119|282120|282121|282125|282130|282131|282132|282133|282135|282136|282137|282138|282139|282140|282141|282142|282144|282147|282148|282149|282150|282160|282170|282173|282177|282178|282179|282181|282182|282184|282187|282188|282191|282196|282199|282200|282203|282204|282211|282213|282214|282217|282218|282226|282236|282237|282238|282239|282240|282241|282243|282245|282246|282248|282257|282261|282262|282271|282272|282276|282289|282290|282293|282294|282296|282298|282299|282304|282306|282307|282308|282309|282311|282316|282318|282320|282322|282323|282324|282325|282328|282330|282335|282346|282348|282352|282353|282354|282355|282356|282357|282358|282359|282360|282362|282363|282365|282366|282367|282368|282370|282373|282375|282376|282377|282378|282379|282380|282382|282384|282385|282387|282388|282389|282390|282393|282394|282401|282405|282419|282420|282421|282422|282433|282434|282438|282446|282457|282459|282462|282466|282467|282470|282471|282474|282476|282477|282478|282479|282480|282482|282484|282485|282488|282513|282514|282515|282517|282522|282524|282527|282531|282562|282563|282564|282573|282574|282576|282577|282578|282603|282604|282609|282639|282644|282645|282652|282653|282656|282657|282658|282659|282660|282682|282684|282689|282690|282691|282701|282702|282705|282707|282709|282710|282716|282846|282851|282852|282853|282854|282855|282857|282858|282859|282863|282865|282867|282868|282871|282872|282875|282876|282877|282885|286764|286766|286767|286768|286771|286773|286793|286797|286802|286803|286809|286811|286812|286823|286838|286840|286844|286846|286851|286852|286857|286858|286861|286863|286869|286872|286879|286880|286883|286885|286886|287007|287011|287012|287014|287017|287019|287020|287024|287025|287026|287027|287327|288380|317654|317655|317656|317657|317658|317663|317692|317695|317697|317699|317710|317723|317724|317748|317777|319094|319141|326346|326577|326580|326583|326588|326598|326600|327660|327662|327663|327664|327665|327667|327668|327669|327670|327671|327672|327673|327675|327678|327679|327680|327681|327682|327685|327687|327688|327690|327691|327692|327693|327696|327697|327698|327699|327701|327702|327703|327704|327705|327706|327707|327708|327710|327711|327712|327713|327714|327715|327717|327718|337871|337887|337925|337926|338036|338038|338039|338040|338042|338044|338046|338047|338048|338049|338050|338052|338053|338055|338057|338058|338059|338060|338061|338063|338064|338065|338067|338068|338070|338072|338073|338074|338075|338077|338078|338079|338081|338082|338084|338085|338086|338089|338100|338319|338381|338445|338446|338471|338472|352959|353114|353120|353121|353217|353245|353301|353351|359713|359714|359715|359721|360007|360192|360195|360197|369021|369023|378475|387602|399559|404053|404072|404098|404111|404122|404126|404129|404131|404132|404146|404148|404151|404152|404153|404156|404161|404164|404167|404181|404183|404185|404188|404189|404191|404192|404546|407103|407109|407122|407125|407132|407142|407151|407154|407159|407168|407172|407174|407175|407176|407178|407180|407183|407187|407194|407213|407216|407222|407224|407225|407227|407230|407231|407238|407768|407996|407998|408000|408001|408005|408009|408016|414274|414346|414347|414348|414350|414732|414735|414920|414921|414922|414925|415110|415113|444860|444864|444867|444878|444881|444987|444988|445364|445422|445424|445543|493638|493639|493642|493709|493720|493722|493724|493725|493726|493728|493729|493988|493989|493992|494548|494549|497016|497017|497018|497025|497026|497030|497031|497032|497202|503554|503622|503684|504216|504226|504236|504244|504256|504301|504305|504310|504318|504350|504371|504391|504411|504417|504418|504437|504468|504482|504502|504503|504512|504517|504519|504523|504534|504535|504543|504593|504615|504633|504652|504700|504718|504735|504736|504741|504754|504771|504773|504784|504790|504795|504796|504813|504832|504867|504932|504939|504948|504963|504987|505005|505009|505011|505025|505060|505064|505066|505080|505089|505094|505097|505102|505103|505124|505152|505159|505167|505169|505200|505213|505214|505224|505233|505242|505251|505283|505293|505294|505297|505300|505308|505313|505314|505315|505318|505323|505329|505332|505356|505369|505379|505393|505394|505401|505422|505423|505463|505472|505504|505514|505515|505518|505554|505558|505560|505563|505579|505645|505647|505662|505684|505694|505710|505721|505722|505732|505735|505763|505775|505792|505797|505809|505840|505849|505859|505862|505868|505875|505908|505917|505937|505958|505968|505987|505994|505997|506001|506007|506011|506045|506085|506110|506111|506148|506149|506155|506157|506163|506176|506200|506206|506223|506231|506235|506246|506263|506291|506294|506305|506308|506310|506314|506329|506343|506381|506412|506415|506426|506451|506482|506492|506507|506509|506527|506544|506545|506550|506551|506560|506596|506598|506605|506610|506612|506615|506618|506622|506626|506632|506646|506667|506683|506687|506702|506888|506903|506910|506914|506945|506962|506970|506990|506991|506999|507031|507080|507095|507130|507172|507176|507185|507194|507196|507197|507201|507204|507226|507232|507245|507276|507289|507290|507309|507311|507319|507339|507345|507346|507361|507389|507398|507401|507409|507430|507439|507447|507456|507459|507476|507477|507478|507491|507507|507512|507579|507593|507597|507621|507631|507667|507675|507686|507703|507711|507722|507723|507731|507749|507790|507815|507837|507840|507845|507878|507899|507905|507911|507913|507921|507932|507966|507984|507989|507991|508014|508031|508039|508043|508055|508090|508115|508132|508157|508158|508170|508222|508235|508266|508306|508334|508337|508343|508345|508357|508361|508365|508402|508412|508454|508464|508473|508490|508493|508494|508510|508541|508542|508555|508561|508571|508591|508601|508617|508629|508631|508638|508675|508683|508692|508712|508723|508724|508734|508778|508782|508809|508836|508861|508867|508869|508872|508882|508900|508901|508903|508904|508912|508918|508929|508948|508954|508962|508990|509002|509037|509080|509087|509102|509107|509117|509123|509133|509150|509192|509209|509244|509246|509248|509264|509305|509326|509349|509378|509394|509459|509473|509481|509486|509493|509502|509519|509522|509524|509613|509619|509625|509643|509680|509684|509694|509740|509745|509757|509758|509769|509772|509786|509790|509793|509819|509820|509841|509860|509863|509871|509896|509921|509933|509955|509958|509963|509965|509969|509970|509977|509983|509987|509991|510004|510008|510029|510040|510059|510075|510082|510097|510125|510141|510159|510160|510162|510164|510175|510184|510194|510201|510203|510219|510225|510239|510244|510256|510264|510274|510280|510301|510312|510324|510343|510344|510376|510399|510410|510427|510440|510447|510462|510483|510492|510499|510522|510524|510540|510550|510574|510583|510595|510602|510618|510620|510635|510666|510677|510678|510679|510682|510684|510689|510749|510757|510767|510772|510778|510780|510793|510801|510809|510816|510833|510850|510858|510872|510873|510899|510937|510949|510951|510956|510978|511007|511009|511018|511030|511031|511042|511048|511064|511073|511077|511080|511083|511090|511094|511097|511099|511110|511119|511120|511135|511147|511160|511222|511224|511257|511268|511291|511299|511321|511349|511375|511380|511387|511435|511446|511451|511453|511469|511528|511540|511575|511579|511582|511596|511603|511612|511614|511624|511671|511691|511707|511735|511749|511755|511765|511767|511790|511791|511798|511829|511832|511837|511839|511844|511861|511862|511870|511896|511899|511903|511908|511943|511951|511955|511956|511957|511961|511969|511987|512002|512029|512033|512045|512070|512072|512079|512136|512207|512242|512254|512259|512265|512276|512320|512325|512369|512373|512427|512439|512466|512478|512480|512495|512499|512500|512526|512531|512543|512573|512578|512581|512648|512651|512659|512660|512662|512667|512670|512682|512745|512771|512792|512803|512818|512824|512830|512850|512871|512977|512981|512995|513023|513038|513053|513055|513108|513110|513138|513152|513162|513177|513180|513193|513208|513212|513213|513214|513221|513228|513234|513237|513240|513257|513258|513260|513267|513277|513295|513312|513316|513326|513347|513400|513423|513430|513433|513446|513450|513453|513461|513463|513471|513479|513483|513509|513530|513531|513533|513537|513545|513551|513558|513571|513586|513593|513599|513608|513642|513688|513727|513751|513762|513787|513795|513804|513840|513847|513856|513868|513873|513889|513895|513953|513958|513990|513996|514000|514006|514028|514033|514066|514076|514085|514113|514128|514141|514154|514161|514167|514168|514202|514209|514213|514230|514246|514277|514293|514327|514330|514346|514347|514355|514374|514383|514387|514394|514402|514405|514428|514432|514460|514462|514463|514487|514493|514541|514547|514564|514569|514579|514586|514598|514603|514644|514674|514683|514685|514688|514705|514706|514726|514742|514745|514748|514749|514758|514761|514812|514832|514863|514876|514886|514896|514902|514903|514926|514938|514960|514998|515012|515016|515024|515030|515046|515063|515067|515118|515145|515146|515158|515161|515219|515247|515249|515263|515266|515270|515278|515287|515306|515307|515310|515321|515331|515343|515350|515354|515361|515363|515367|515371|515380|515397|515401|515416|515437|515440|515461|515465|515467|515496|515499|515523|515527|515556|515563|515577|515588|515594|515610|515646|515675|515696|515723|515738|515757|515770|515771|515773|515834|515837|515854|515858|515866|515878|515894|515900|515903|515911|515913|515925|515933|515935|515946|515950|516024|516058|516063|516067|516087|516090|516104|516175|516209|516210|516214|516247|516282|516287|516328|516422|516522|516540|516626|516670|516801|516840|516908|516979|517016|517063|517077|517111|517211|517259|517345|517409|517459|517514|517535|517539|517552|517728|517750|517811|517812|517952|517977|517994|518111|518114|518117|518158|518159|518258|518283|518288|518321|518364|518384|518466|518488|518601|518739|518752|518849|518857|518905|519014|519017|519085|519098|519120|519165|519217|519311|519328|519342|519357|519372|519461|519463|519513|519597|519613|519697|519857|519860|519874|519937|519974|519992|520094|520188|520189|520286|520488|520500|520580|520625|520631|520682|520865|520897|520918|520979|521015|521037|521073|521074|521254|521378|521379|521401|521442|521522|521822|521864|521892|521918|521920|521926|522006|522039|522099|522159|522170|522269|522283|522329|522392|522462|522529|522810|522863|522909|522915|522967|522980|523039|523047|523070|523154|523162|523187|523311|523327|523338|523399|523418|523427|523430|523515|523579|523601|523609|523736|523737|523752|523756|523784|523822|523867|523966|524150|524166|524306|524530|524683|524709|524770|524787|524980|525034|525042|525072|525106|525159|525303|525340|525350|525389|525394|525416|525427|525500|525563|525567|525636|525659|525716|525894|525923|526088|526133|526221|526306|526329|526376|526448|526521|526525|526526|526538|526544|526585|526612|526651|526652|526704|526766|526844|526848|526884|526937|527124|527140|527201|527210|527263|527278|527312|527400|527433|527467|527488|527565|527631|527708|527722|527786|527829|527854|527934|527938|527943|527979|528100|528138|528142|528209|528265|528348|528378|528379|528386|528390|528453|528728|528744|528834|528862|529146|529167|529186|529193|529235|529282|529336|529375|529478|529507|529615|529639|529660|529759|529760|529761|529879|529922|530076|530101|530186|530189|530352|530393|530397|530409|530411|530430|530447|530506|530509|530642|530709|530736|530855|530865|531367|531382|531436|531488|531493|531505|531602|531676|531682|531706|531886|532120|532231|532236|532244|532261|532393|532418|532432|532459|532483|532489|532505|532512|532569|532573|532622|532644|532663|532684|532686|532712|532721|532723|532726|532775|532778|532797|532822|532844|532851|532868|532884|532898|532903|532916|532936|532945|533001|533003|533007|533020|533046|533078|533086|533087|533096|533115|533134|533147|533158|533208|533219|533228|533245|533303|533356|533357|533360|533364|533378|533379|533382|533451|533481|533499|533547|533602|533608|533622|533630|533656|533661|533692|533729|533737|533746|533785|533794|533836|533842|533851|533861|533862|533873|533918|533993|533994|534027|534041|534049|534063|534069|534090|534097|534099|534107|534169|534203|534204|534206|534212|534216|534217|534231|534249|534254|534273|534296|534304|534352|534354|534380|534400|534402|534403|534407|534414|534432|534439|534465|534488|534489|534497|534509|534550|534553|534558|534560|534579|534582|534583|534594|534599|534607|534611|534615|534656|534708|534734|534742|534750|534811|534816|534849|534852|534883|534894|534900|534918|534933|534961|534964|535071|535077|535119|535126|535182|535185|535192|535227|535273|535305|535311|535315|535320|535321|535327|535344|535372|535390|535421|535424|535470|535567|535589|535605|535628|535630|535653|535746|535814|535883|535990|536149|536203|536359|536421|536435|536537|536616|536619|536771|536793|536810|536925|536936|537067|537087|537188|537195|537301|537379|537391|537412|537431|537539|537560|537680|537703|537706|537713|537812|537921|538050|538054|538086|538100|538123|538238|538284|538314|538409|538416|538436|538474|538479|538486|538496|538501|538509|538512|538516|538528|538539|538583|538602|538609|538615|538627|538639|538690|538710|538713|538731|538745|538748|538772|538782|538793|538800|538829|538838|538855|538876|538883|538903|538913|538919|538921|538951|538975|538990|539003|539019|539034|539043|539084|539090|539091|539092|539101|539124|539134|539143|539149|539159|539167|539188|539223|539235|539251|539270|539332|539354|539357|539381|539393|539417|539420|539430|539431|539459|539462|539464|539466|539480|539491|539496|539510|539527|539530|539547|539594|539606|539635|539636|539640|539663|539672|539679|539683|539692|539696|539771|539773|539795|539838|539844|539848|539870|539888|539924|539930|539935|539938|539959|539978|539991|539992|539993|540005|540024|540032|540040|540062|540068|540069|540081|540085|540089|540113|540176|540190|540194|540206|540216|540225|540228|540230|540236|540245|540261|540287|540298|540303|540337|540347|540369|540386|540406|540407|540413|540423|540424|540426|540432|540444|540446|540457|540464|540466|540482|540488|540519|540520|540547|540564|540599|540605|540614|540657|540660|540666|540676|540726|540737|540765|540767|540771|540783|540828|540838|540841|540846|540853|540868|540892|540923|540925|540959|540966|540969|540982|540994|541073|541077|541078|541085|541099|541101|541123|541130|541138|541168|541175|541209|541217|541235|541236|541250|541281|541291|541303|541597|550622|574085|594846|606737|613320|613338|613356|613357|613376|613406|613413|613421|613423|613446|613448|613462|613472|613474|613527|613561|613567|613568|613571|613610|613639|613647|613653|613683|613724|613730|613732|613734|613767|613773|613802|613812|613818|613851|613869|613879|613886|613899|613932|613948|613972|613984|613987|613991|613996|613998|614017|614028|614042|614069|614073|614074|614096|614103|614105|614145|614152|614165|614177|614212|614236|614253|614254|614276|614292|614299|614320|614334|614344|614345|614347|614380|614406|614408|614412|614471|614488|614507|614538|614548|614612|614615|614630|614633|614672|614688|614713|614717|614735|614739|614795|614817|614834|614849|614852|614876|614893|614904|614905|614921|614946|614967|614988|615007|615034|615074|615087|615106|615107|615114|615133|615149|615182|615187|615197|615205|615215|615229|615255|615264|615269|615310|615323|615329|615342|615368|615388|615392|615408|615414|615447|615464|615506|615510|615512|615552|615565|615629|615637|615641|615646|615681|615685|615690|615729|615755|615757|615764|615778|615785|615796|615800|615827|615845|615847|615893|615896|615897|615906|615930|615934|615952|615954|615999|616028|616031|616033|616044|616066|616109|616120|616128|616139|616148|616179|616205|616210|616242|616245|616266|616275|616283|616311|616317|616375|616433|616438|616477|616539|616545|616553|616554|616561|616597|616602|616609|616643|616676|616694|616738|616748|616784|616795|616799|616809|616818|616841|616861|616871|616923|617001|617042|617047|617104|617147|617210|617230|617274|617293|617294|617336|617353|617419|617435|617472|617486|617510|617512|617525|617530|617564|617620|617628|617636|617651|617701|617703|617707|617720|617723|617771|617881|617914|617915|617924|617943|617946|617955|617960|618018|618037|618039|618041|618055|618084|618099|618164|618184|618186|618204|618207|618235|618239|618250|618276|618278|618286|618352|618379|618399|618405|618415|618441|618474|618530|618604|618607|618664|618676|618714|618814|618826|618855|618880|664650|664655|692183|751573|767586|767601|767602|767617|767817|767819|767820|767827|767828|767833|767834|767849|767855|767858|767859|767894|767906|767910|767919|767922|767926|767928|767932|767937|767940|767943|767944|767968|767970|767977|767978|767979|767980|767981|767983|767985|767986|767995|768006|768014|768034|768036|768039|768040|768052|768056|768070|768072|768074|768077|768207|768224|768225|768227|768228|768233|768235|768237|768240|768242|768244|768311|768314|768330|774023|777596|777597|777693|777770|777775|777787|777788|780784|780785|780806|780866|780882|780933|780973|781044|781117|781184|781199|781227|781239|781260|781334|781349|781575|781788|781996|782020|782472|782486|782916|782922|782956|783831|783907|783986|784089|784720|784768|785083|785179|785423|785911|786335|786491|786629|787270|788066|788410|788566|788717|789216|789280|789307|789409|789567|789613|789618|789814|790815|3283877|3283878|3283879|3283880|3283881|3283882|3283883|3283884|3283885|3283886|3283887|3283888|3283889|100124510|100124525|100125225|100125237|100125238|100125240|100125289|100125317|100125836|100125877|100125881|100125882|100125922|100125923|100126041|100126042|100126182|100126183|100126272|100137721|100138011|100139484|100139498|100140137|100140301|100140603|100141289|100270792|100299281|100300550|100301340|100336102|100336710|100337328|102216273
GO:0044700	single organism signaling	biological_process	68	280755|280827|280903|280905|281044|281066|281103|281125|281160|281161|281193|281198|281350|281385|281414|281416|281494|281495|281512|281685|281783|281883|282002|282029|282160|282170|282178|282179|282248|282577|282702|282857|327667|327712|338070|407154|407176|407216|407231|445543|493726|493729|497017|504216|505169|505423|505849|509969|510344|511119|511596|514006|517728|518849|522170|526221|532393|533378|538100|539003|540519|540925|613356|614412|615800|617701|618204|768039
GO:0044702	single organism reproductive process	biological_process	179	280713|280730|280749|280784|280832|280840|280851|280931|280964|281041|281067|281095|281146|281184|281250|281251|281356|281366|281423|281424|281433|281444|281495|281537|281538|281554|281598|281736|281737|281738|281770|281848|281867|281870|281885|281900|281913|281945|281948|281962|281986|281993|281998|281999|282081|282182|282322|282373|282382|282401|282462|282514|282515|282574|282852|286823|317695|317699|327672|327681|338039|338050|338068|338319|353351|387602|404181|407187|407216|493729|503622|504543|504615|504736|505169|505200|505423|506011|506235|506451|506615|506702|507401|507507|507667|508555|508601|508631|508872|508962|509192|509757|510141|510677|510873|511268|511321|511596|512207|512259|512265|513347|513479|513727|513958|514006|514246|514405|514541|514812|514876|514886|515012|515270|515363|515913|515933|516209|516282|516908|517952|517977|519098|520094|521378|521926|525106|526651|527722|527979|528862|529193|529615|530189|530393|530509|531602|532120|532721|533115|533303|533656|534169|536149|536619|537921|538748|538951|539003|539043|539430|539431|539935|540085|540444|540488|540767|540868|541073|613406|613818|614380|615629|615637|616245|616694|617353|617472|617651|618164|618276|664650|767928|768034|774023|777597|786629|100139498|100140137
GO:0044703	multi-organism reproductive process	biological_process	23	280722|280755|280758|281020|281125|281355|281371|281537|281538|281781|282375|282376|282459|286871|317698|504468|508541|512259|517409|518283|525399|526221|100313956
GO:0044705	multi-organism reproductive behavior	biological_process	6	280722|280758|281125|281371|282459|526221
