go_id	go_name	go_domain	tax_id	annotation_type	size	gene_ids	gene_symbols
GO:0000082	G1/S transition of mitotic cell cycle	biological_process	3702	inferred	3	820408|829564|831847	RBR1|CYCD3;1|DPB
GO:0000084	mitotic S phase	biological_process	3702	inferred	2	821847|827132	SOL1|TCX2
GO:0000085	mitotic G2 phase	biological_process	3702	inferred	2	821847|827132	SOL1|TCX2
GO:0000086	G2/M transition of mitotic cell cycle	biological_process	3702	inferred	3	817716|821404|843987	AT2G31580|TSK|CDKB2;1
GO:0000087	mitotic M phase	biological_process	3702	inferred	2	831001|832610	CYC3B|CYCA2;1
GO:0000088	mitotic prophase	biological_process	3702	inferred	2	831001|832610	CYC3B|CYCA2;1
GO:0000095	S-adenosyl-L-methionine transmembrane transporter activity	molecular_function	3702	inferred	1	830101	SAMC1
GO:0000096	sulfur amino acid metabolic process	biological_process	3702	inferred	49	815134|816232|816271|817180|818978|819022|819654|820499|821003|821147|821203|821292|821817|822186|822210|824872|825145|825167|825317|825376|825386|825500|827122|827124|827145|827211|827715|829568|829636|829716|830035|831660|832223|832872|832873|834407|835466|835778|837370|838445|840011|840226|841263|841405|841433|842038|842043|842774|844376	AT2G05830|HSK|ATSERAT3;1|ARD3|OASB|MTHFR2|CYSD1|SERAT2;2|MTO3|MS2|CS26|MTO1|OASA2|HMT-1|AT3G26115|CBL|OASC|MTHFR1|CYSC1|ROC4|LCD|HMT2|ATARD2|ARD1|OASA1|ATB' GAMMA|AK-HSDH II|EDA9|AT4G34840|SERAT3;2|MTN1|ATMS1|MS3|CYSD2|DES1|ARD4|AT5G53850|SERAT1;1|CPNIFS|PSP|AK-HSDH I|AT1G33320|D-CDES|MTK|AT1G50110|AT1G55880|SERAT2;1|MGL|AT1G80360
GO:0000097	sulfur amino acid biosynthetic process	biological_process	3702	inferred	38	815134|816232|816271|817180|818978|819654|820499|821147|821203|821292|821817|822186|824872|825145|825167|825317|825376|825500|827122|827124|827145|827715|829636|829716|830035|831660|832223|832872|832873|834407|835466|835778|840011|840226|841405|841433|842038|842043	AT2G05830|HSK|ATSERAT3;1|ARD3|OASB|CYSD1|SERAT2;2|MS2|CS26|MTO1|OASA2|HMT-1|CBL|OASC|MTHFR1|CYSC1|ROC4|HMT2|ATARD2|ARD1|OASA1|AK-HSDH II|AT4G34840|SERAT3;2|MTN1|ATMS1|MS3|CYSD2|DES1|ARD4|AT5G53850|SERAT1;1|AK-HSDH I|AT1G33320|MTK|AT1G50110|AT1G55880|SERAT2;1
GO:0000098	sulfur amino acid catabolic process	biological_process	3702	inferred	4	822210|825386|841263|842774	AT3G26115|LCD|D-CDES|MGL
GO:0000103	sulfate assimilation	biological_process	3702	inferred	16	815963|816271|821077|821861|825793|827039|827118|828288|829716|830153|830336|833992|834400|836888|838580|842514	APK|ATSERAT3;1|APK3|APS1|APR1|SBP1|APS3|APR3|SERAT3;2|AKN2|SIR|TRX2|APS4|APK4|APS2|APR2
GO:0000104	succinate dehydrogenase activity	molecular_function	3702	inferred	9	816359|819261|822359|830819|834065|835177|836640|836809|3770570	SDH1-2|SDH4|SDH2-1|SDH3-1|SDH2-2|SDHAF2|SDH2-3|SDH1-1|SDH3-2
GO:0000105	L-histidine biosynthetic process	biological_process	3702	inferred	11	818195|821812|827149|828797|830067|830897|836509|837509|840076|842175|843523	APG10|IGPD|HISN5B|AT-HF|IMPL2|HPA1|HDH|ATP-PRT2|AT-IE|ATP-PRT1|HISN6B
GO:0000107	imidazoleglycerol-phosphate synthase activity	molecular_function	3702	inferred	1	828797	AT-HF
GO:0000109	nucleotide-excision repair complex	cellular_component	3702	inferred	1	839319	AT1G05120
GO:0000118	histone deacetylase complex	cellular_component	3702	inferred	41	814876|816303|816471|818246|819212|819334|819394|819814|820463|821056|821132|821265|823150|824701|825478|826744|828069|828363|828371|829764|829969|830744|831354|832293|833487|833676|834599|836227|836431|836899|837042|837425|837426|837584|837947|838425|838684|839032|841948|842283|843984	AT2G03470|AT2G17930|FVE|SWC2|AT2G46040|AT2G47210|AT2G47820|CHR11|PIE1|TDX|MBD9|SNL1|ARP6|AT3G55350|MBD4|AT4G11400|MBD3|HIP1|MBD1|AT4G36080|HD1|AT5G08450|SNL2|RIN1|MBD02|SEF|GAS41|HDA05|HDA6|AT5G67630|AT1G05410|AT1G09040|AT1G09050|SNL6|AT1G13880|ARP4|AT1G20910|SNL3|AT1G55050|SNL5|AT1G76510
GO:0000120	RNA polymerase I transcription regulator complex	cellular_component	3702	inferred	4	814824|821831|841754|28717321	MEE12|PHP|AT1G53200|AT1G42615
GO:0000121	glycerol-1-phosphatase activity	molecular_function	3702	inferred	2	828690|835849	GPP1|GS1
GO:0000122	negative regulation of transcription by RNA polymerase II	biological_process	3702	inferred	17	820200|820212|820213|820831|824390|825468|825470|827246|827788|831147|831256|831978|834786|839392|839748|5008019|28718362	ROXY1|NAC050|NAC052|WSIP2|AT3G52250|AT3G62930|AT3G62950|AT4G15690|JMJ14|WRKY75|ROXY2|AT5G18600|AT5G47390|GRXS13|GRX480|AT3G21460|AT2G47870
GO:0000123	histone acetyltransferase complex	cellular_component	3702	inferred	38	815974|816303|816989|817718|818083|819334|822085|822086|822329|822367|824553|824626|827083|829101|829254|829271|829532|829764|829882|830834|830946|832306|834053|834599|835971|836582|836877|837096|838238|838316|838425|839188|839370|841877|841881|843559|843571|844243	AT2G14850|AT2G17930|AT2G24530|AT2G31600|SUVH5|AT2G47210|AT3G24870|AT3G24880|AT3G27100|SGF29a|AT3G53860|HAG1|AT4G14385|AT4G29790|AT4G31270|AT4G31440|AT4G33890|AT4G36080|AT4G37280|HAM2|UBP22|AT5G22450|SGF29b|GAS41|AT5G58575|HAM1|AT5G67410|AT1G05860|AT1G16690|EER4|ARP4|AT1G26470|TAFII59|TAF6B|ING2|AT1G72270|AT1G72390|AT1G79020
GO:0000124	SAGA complex	cellular_component	3702	inferred	7	822329|822367|834053|838316|839370|841877|843571	AT3G27100|SGF29a|SGF29b|EER4|TAFII59|TAF6B|AT1G72390
GO:0000127	transcription factor TFIIIC complex	cellular_component	3702	inferred	6	824102|824103|832516|838317|842239|28717379	AT3G49400|AT3G49410|AT5G24450|AT1G17450|AT1G59453|AT1G59460
GO:0000132	establishment of mitotic spindle orientation	biological_process	3702	inferred	3	819744|825034|832749	TRM6|TRM7|TRM8
GO:0000137	Golgi cis cisterna	cellular_component	3702	inferred	41	814637|815962|816281|816532|816611|818620|818910|819345|819804|820063|821668|822002|822478|823986|828040|828555|830327|830554|831294|831347|832008|832791|834829|836672|836738|837079|837234|837638|838067|838439|838615|839780|839805|841584|841673|841809|842531|842893|843960|844073|844231	AT2G01070|VSR3|P4H5|LCV1|GAUT10|AT2G40280|AT-P4H-1|AT2G47320|P4H2|DEX1|MNS2|PMP|AT3G28480|CYP71A25|AT4G01210|AT4G24530|AT5G04480|AT5G06660|AT5G14430|GMII|AT5G18900|AT5G27330|GAUT4|AT5G65470|AT5G66060|AT1G05720|NPC1|TMN1|QSOX1|GAUT11|AT1G20270|AT1G29060|AT1G29310|MNS1|AT1G52420|AT1G53710|AT1G62330|AT1G65820|AT1G76270|AT1G77370|VP2
GO:0000138	Golgi trans cisterna	cellular_component	3702	inferred	87	814654|814728|814877|816067|816479|816556|817209|817377|818076|818128|818264|818468|818631|819378|819834|819921|819986|820002|820274|820474|820587|820866|821233|821965|821989|822105|822342|822444|822730|823951|824043|824520|824777|824842|825251|825458|826605|827079|827372|827650|827940|828020|828028|828693|828886|828947|829167|829226|829374|829819|829842|829938|829960|830007|830993|831045|831194|831552|831693|832003|832120|832191|833627|833705|835238|835643|836245|837320|837388|837858|838029|838527|838736|839373|839522|839609|839942|841394|841956|842773|843061|843530|843580|843779|844049|844062|844160	QSOX2|AT2G01970|QUL2|AT2G15730|KEA4|MUR3|AT2G26680|AT2G28310|ARAD1|XEG113|MEMB11|AT2G38840|PRA1.B2|UXS4|RWA2|CSLC6|AT3G07950|KOB1|TBL32|GAUT9|TMN7|AT3G16200|RGP1|GAE6|AT3G24040|QUA1|AT3G27230|CSLC04|AT3G30300|GTR1|AT3G48820|UXS1|PRA1.B1|AT3G56750|AT3G60800|AUD1|AT4G10140|AT4G14360|AT4G16695|ERD3|XT2|QUA3|MGP4|AT4G25870|AT4G27720|MAN5|GAE1|NKS1|AT4G32390|AT4G36660|IRX14|AT4G37820|AT4G38040|AT4G38500|AT5G11230|AT5G11730|AT5G13500|AT5G16890|AT5G01710|AT5G18850|GONST4|TBL16|AT5G36290|AT5G37310|YLS7|XYLT|AT5G61240|AT1G08040|MGP2|AT1G13000|AT1G14670|AT1G19430|AT1G21370|AT1G04910|AT1G04430|AT1G27200|MUR4|FUT12|TMN6|AT1G64650|AT1G67410|FUT13|AT1G72480|XXT5|PGSIP2|AT1G77260|TSD2
GO:0000139	Golgi membrane	cellular_component	3702	inferred	37	816556|816948|819069|819318|820113|820345|821191|822375|823573|825458|827690|827778|828020|828400|830094|830148|831003|831156|831443|831554|835643|836624|836710|837023|837348|837998|838892|839153|840187|841472|843468|843482|843529|843779|843966|844000|5008177	MUR3|AT2G24140|RAB6A|VGD1|PAH1|ATFP8|ICME-LIKE2|GC6|RPP1|AUD1|VPS54|AT4G20310|QUA3|UTR2|NST-K1|RABH1c|YUC4|SAG29|PCME|CSLD2|XYLT|AT5G65000|CGR3|RA-5|AT1G08280|UTR3|AT1G22870|ICME-LIKE1|AT1G32930|HIT1|POK|AT1G71410|AT1G71980|XXT5|GONST3|AT1G76670|AT4G32272
GO:0000145	exocyst	cellular_component	3702	inferred	36	817413|817414|818523|820109|820110|820201|820625|822601|824681|824831|828060|829281|831112|831154|831247|831809|835046|835106|835310|835311|835956|836094|836222|837210|837287|837556|837578|838456|838713|841164|841165|841589|841847|843512|843579|844020	EXO70H5|EXO70H8|EXO70H2|EXO70H4|EXO70H3|SEC8|EXO70D3|EXO70E1|EXO70H1|SEC15A|SEC15B|EXO70G1|SEC10|EXO70C1|EXO70C2|EXO70A1|EXO84B|EXO70F1|EXO70A2|EXO70A3|EXO70B1|EXO70H7|EXO70E2|EXO70B2|EXO70H6|AT1G10180|AT1G10385|AT1G18740|SEC5B|SEC3A|SEC3B|EXO70G2|EXO70D2|SEC6|EXO70D1|SEC5A
GO:0000146	microfilament motor activity	molecular_function	3702	inferred	2	837394|841898	XIC|XIE
GO:0000148	1,3-beta-D-glucan synthase complex	cellular_component	3702	inferred	12	815852|817755|818258|819903|820683|825079|825650|825838|831140|833654|837059|837160	CALS5|GSL03|GSL8|GSL10|GSL04|GSL11|GSL05|GSL1|GSL12|GSL09|CALS1|CalS7
GO:0000149	SNARE binding	molecular_function	3702	inferred	14	814689|817827|819128|821141|822557|830095|830440|833959|835156|835918|838056|838158|839208|839424	AT2G01600|VAMP725|GOS12|SYP131|VTI13|BRI1|AT5G05570|AT5G39630|AT5G50840|YKT61|AT1G14910|GOS11|VTI1B|VAMP726
GO:0000150	DNA strand exchange activity	molecular_function	3702	inferred	4	817404|819136|821860|832208	RAD51B|RAD51C|DMC1|RAD51
GO:0000151	ubiquitin ligase complex	cellular_component	3702	inferred	197	814661|814848|815008|815121|815664|816179|816238|816345|816462|816471|816473|816519|816552|816678|816737|816739|817080|817141|817857|817897|817987|818748|818816|818862|818980|818994|819203|819236|819237|819242|819268|819354|819391|819411|819671|819756|820032|820061|820218|820534|820767|820803|820879|820917|820979|821259|821331|821339|821496|821622|821737|821738|821740|822078|822152|822296|822386|823327|823585|823704|823970|824079|824356|824366|824472|824475|824630|824866|825314|825332|825473|825502|825521|825648|825833|825889|825890|826712|826728|826893|827272|827453|827861|827918|828045|828111|828189|828237|828238|828457|828522|828541|828962|829059|829094|829105|829108|829244|829578|829597|829657|829708|830004|830280|830439|830483|830652|830737|830961|831132|831191|831254|831304|831392|831408|831603|831681|831688|831758|832114|832179|832228|832409|832438|832607|832725|832766|832817|834224|834241|834451|834663|834789|834869|835003|835062|835301|835359|835540|835712|835718|835842|835901|835935|835990|836215|836421|836434|836594|836756|836867|837120|837170|837599|837657|837838|838115|838117|838534|838564|838604|838642|838740|838780|838782|839226|839413|839415|839503|839677|839800|839806|839982|840511|841327|841414|841450|841706|841743|842017|842036|842414|842497|842811|843272|843303|843368|843651|843707|843928|843959|844142|844383|844406|844410|2745988|3769632	AT2G01330|SK16|APC2|AT2G05720|AT2G11890|MSI2|SON1|APC10|DWA1|FVE|AT2G19540|HBT|AT2G20330|AT2G21390|RKP|LST8-2|AT2G25420|BRIZ2|COP1|MAC3B|WDR55|LIS|BRIZ1|MAX2|AT2G43770|5PTase12|SK20|TRIP-1|AT2G46290|SPA1|AT2G46560|AT2G47410|AT2G47790|SWA1|LRS1|APC11|RAPTOR1|AT3G09080|AT3G10530|AT3G13340|SPA3|AT3G15610|CDC27a|AT3G16650|UPL6|KIN10|AT3G18060|LST8-1|BUB3.1|FIE|SK8|SK7|SK10|PRT1|SK15|AFB2|AT3G27640|AT3G42830|CYP71|AT3G45620|APC8|RID3|AT3G51930|AT3G52030|SK6|UPL7|FBL17|EDA7|SK21|HWS|TIR1|AT3G63270|AT3G63460|CUL1|AT4G04940|YAO|DDB1A|SPA2|SGT1B|AT4G12810|PRL1|AT4G17420|EMB2271|AT4G01860|GRH1|AT4G03020|WDR5b|AT4G21520|APC4|SGT1A|SLY1|AFB4|AT4G28450|VPS15|NFC5|VIP3|EMB2757|DCAF1|AT4G34280|AGB1|MSI3|DAW1|AT4G38480|AT5G04010|EMB2771|NEDD1|AT5G07590|AT5G08390|ASG2|AT5G12920|FY|AT5G14050|AT5G14530|AT5G15400|AT5G15550|AT5G17370|RAPTOR2|AT5G01720|UPL4|AT5G19920|RBX1|FBX2|AT5G23430|RUP2|EBF2|AT5G26640|CDC20.3|CDC20.5|AT5G42190|AT5G42350|RING1A|CUL4|AT5G47420|SLY2|AT5G49430|AFB5|RUP1|AT5G52820|AT5G54520|TEX1|AT5G56190|ZTL|SKIP1|MSI1|DDB2|AT5G60940|AT5G63010|AT5G63135|AT5G64730|AT5G66240|HOS15|SKIP16|AT1G06590|AT1G10580|AT1G11160|AFB3|PWP2|AT1G15470|AT1G19485|AT1G19750|SK4|AT1G20540|SKP2A|FBP7|AT1G21780|CUL3|RING1B|CUL2|MAC3A|ATCSA-1|PEX7|AT1G29320|UFO|AT1G36070|SCD1|BUB3.2|AT1G50280|AT1G52730|SPA4|AT1G55680|UPL1|DWA3|AT1G62020|AT1G65030|AT1G69400|CUL3B|UPL2|BNS|SMU1|SKP1|DWA2|AT1G78070|AT1G80440|RAE1|DRS1|AT5G18525|AT3G44326
GO:0000152	nuclear ubiquitin ligase complex	cellular_component	3702	inferred	18	815664|816345|816519|817857|819756|820879|821259|823970|825502|828045|828238|830439|832725|834451|836434|837170|839413|843651	AT2G11890|APC10|HBT|COP1|APC11|CDC27a|KIN10|APC8|AT3G63270|GRH1|APC4|EMB2771|AT5G26640|RING1A|AT5G63135|AT1G06590|RING1B|BNS
GO:0000153	cytoplasmic ubiquitin ligase complex	cellular_component	3702	inferred	2	827453|834789	AT4G17420|AT5G47420
GO:0000154	rRNA modification	biological_process	3702	inferred	83	816506|818550|821500|822476|824867|830714|832573|835706|835833|836768|842028|842318|3766647|3766648|3766653|3766654|3766655|3766675|3766705|3766706|3766754|3766755|3766761|3766797|3766878|3767696|3767697|3767701|3767702|3767923|3768358|3768581|3768582|3768583|3768584|3768585|3768586|3768706|3768707|3768708|3768731|3768732|3768733|3768734|3768827|3768847|3768851|3768852|3768883|3768921|3768922|3768923|3768959|3769676|3769677|3769678|3769700|3769736|3769737|3769900|3770154|3770243|3770269|3770292|3770540|3770541|3770594|3770595|3770596|3770597|3770670|3770695|3771426|3771486|3771493|3771501|3771503|3771531|3771567|3771568|3771569|28717363|28718246	AT2G19870|AT2G39670|AT3G19630|AT3G28460|AT3G57000|AT5G08180|AT5G25030|AT5G56075|RID2|DIM1B|AT1G55790|AT1G60230|AT1G03502|AT1G03506|AT1G03743|AT1G03746|AT1G03935|AT1G07702|SNOR111|AT1G12015|AT1G19373|AT1G19376|AT1G20015|SNOR95|AT1G32385|AT1G74453|AT1G74456|AT1G75163|AT1G75166|AT2G17295|AT2G05765|AT2G35382|AT2G35384|AT2G35387|AT2G35742|AT2G35744|AT2G35747|AT2G20721|AT2G20722|AT2G20723|AT2G43137|AT2G43138|AT2G43139|AT2G43141|AT3G13525|AT3G14475|AT3G01313|AT3G01316|AT3G21805|AT3G24612|AT3G24614|AT3G24615|AT3G27865|AT3G47342|AT3G47347|AT3G47348|AT3G50825|AT3G58193|AT3G58196|U60.2F|AT4G02555|SNOR37-2|AT4G26365|U49.1|AT4G13245|AT4G03295|AT4G39361|AT4G39363|AT4G39364|AT4G39366|AT5G13225|SNOR77|AT5G44286|SNOR30|U60.1F|U3B|U3D|AT5G58595|AT5G66562|AT5G66564|AT5G66567|AT1G55800|AT2G11045
GO:0000155	phosphorelay sensor kinase activity	molecular_function	3702	inferred	15	814714|816291|816394|818693|819356|819614|821891|827319|827538|830938|833552|837483|839549|839621|842951	WOL|HK1|PHYB|ERS1|CKI1|EIN4|ETR2|PHYD|PHYE|HK5|HK2|PHYA|ERS2|HK3|ETR1
GO:0000156	phosphorelay response regulator activity	molecular_function	3702	inferred	33	814707|817056|817249|818662|818730|819292|819356|819583|820940|823965|824805|824871|825441|827297|827527|828011|829322|830612|831793|832518|834984|835920|836132|836259|836332|836412|837587|838487|841342|842288|843096|843150|843828	RR14|RR12|RR13|RR16|RR3|PRR9|CKI1|RR22|RR1|RR5|RR17|ARR9|RR20|RR2|APRR2|APRR8|RR10|RR21|PRR7|PRR5|APRR4|RR18|PRR3|TOC1|RR23|ARR6|ARR4|ARR7|RR19|ARR3|ARR11|APRR6|ARR15
GO:0000159	protein phosphatase type 2A complex	cellular_component	3702	inferred	15	820146|821536|821719|822199|822200|824658|825019|827211|831828|832626|837892|837906|838348|839135|841309	ATB' BETA|FYPP3|AT3G21650|AT3G26020|ATB' DELTA|AT3G54930|PP2A-4|ATB' GAMMA|ATB' ALPHA|AT5G25510|PP2AA3|AT1G13460|ATB BETA|RCN1|AT1G48870
GO:0000160	phosphorelay signal transduction system	biological_process	3702	inferred	86	814707|814714|815313|816475|816650|817247|817680|817936|818662|818730|819093|819292|819356|820281|820429|820883|820929|821575|821625|821705|821900|821901|821902|822041|822593|823749|824002|824805|824871|827297|827463|827576|830438|830651|830782|830846|831793|831889|832237|832287|832590|833552|833656|833930|834042|834101|834444|834509|834768|834770|834984|835072|835670|836062|836132|836332|836412|837125|837587|838105|838487|839143|839173|839506|839539|839621|839710|839732|839733|840115|841751|841829|841891|842069|842288|842710|842951|843096|843568|843685|843708|844143|844350|844397|3770598|28718739	RR14|WOL|AT2G07440|EER5|XCT|EIL1|ERF15|AT2G33710|RR16|RR3|ERF13|PRR9|CKI1|AT3G11100|HCHIB|AHP4|EBP|ERF7|EIN3|AHP1|ESE1|TDR1|ERF1|MBF1C|AHP2|RABE1c|REF6|RR17|ARR9|RR2|ERF6|AT4G18450|AT5G05550|AT5G07580|SRT2|THO1|PRR7|EIN2|EIL2|AT5G22270|ESE3|HK2|BGLU42|AHP3|MKK3|GLIP1|ERF9|RAN1|ERF2|ERF5|APRR4|ERF110|SRT1|TRP1|PRR3|RR23|ARR6|ORA59|ARR4|SHN1|ARR7|TEM1|ERF10|AHP5|ERF14|HK3|AT1G28160|ERF12|ERF11|RCD1|ERF8|RAP2.12|XRN4|MYB72|ARR3|RBOH F|ETR1|ARR11|ERF73|MKK9|EIL3|RAP2.4|HP6|AT1G80580|PLS|AT3G04270
GO:0000162	tryptophan biosynthetic process	biological_process	3702	inferred	20	814980|817519|824629|824753|828226|828815|829277|830442|830457|831666|833841|834875|835571|835900|836210|837292|839103|839817|843269|2746023	AT2G04400|ASA2|TSA1|AT3G55870|AT4G02610|TSB2|CYP83B1|PAI2|ASA1|TRP1|TSBtype2|AT5G48220|TSB1|AT5G57890|MYB34|PAI1|ASB1|PAI3|CM3|AT5G28237
GO:0000164	protein phosphatase type 1 complex	cellular_component	3702	inferred	6	817489|817688|818571|823835|836034|842708	TOPP1|INH3|TOPP4|TOPP5|TOPP2|TOPP3
GO:0000165	MAPK cascade	biological_process	3702	inferred	13	816330|819797|821676|826409|826735|828086|828713|829103|837393|837421|840124|841591|841937	MPK7|MKK8|MKK5|MEKK1|MPK5|AT4G01595|MEK1|MKK2|EDR1|NP1|MKK10|MKK4|NP2
