go_id	go_term	go_domain	size	genes
GO:0006282	regulation of DNA repair	biological_process	2	3476973|3477581
GO:0006284	base-excision repair	biological_process	2	3475783|3478578
GO:0006289	nucleotide-excision repair	biological_process	4	3475380|3476964|3479083|3479942
GO:0006298	mismatch repair	biological_process	1	3476841
GO:0006304	DNA modification	biological_process	1	3476889
GO:0006308	DNA catabolic process	biological_process	2	3479355|3479896
GO:0006310	DNA recombination	biological_process	28	3475706|3475935|3476487|3476629|3476891|3477179|3477484|3477642|3478332|3478525|3478782|3478898|3478929|3479009|3479164|3479174|3479175|3479176|3479387|3480386|3480402|3480441|3480882|3480949|3481324|3481325|3481326|3481408
GO:0006323	DNA packaging	biological_process	4	3477260|3477261|3477472|3477640
GO:0006352	DNA-templated transcription, initiation	biological_process	25	3475665|3475796|3475849|3476381|3476699|3476719|3476723|3476839|3476928|3477195|3477443|3477600|3477705|3477796|3478677|3478939|3479772|3480038|3480076|3480092|3480226|3480721|3480739|3480767|3481458
GO:0006353	DNA-templated transcription, termination	biological_process	3	3479980|3480353|3481424
GO:0006354	DNA-templated transcription, elongation	biological_process	3	3477407|3479734|3481415
GO:0006355	regulation of transcription, DNA-templated	biological_process	492	3475332|3475348|3475350|3475373|3475376|3475378|3475381|3475391|3475394|3475412|3475430|3475434|3475444|3475472|3475492|3475498|3475502|3475507|3475513|3475516|3475518|3475531|3475539|3475543|3475548|3475554|3475555|3475566|3475589|3475600|3475603|3475607|3475615|3475627|3475632|3475644|3475654|3475660|3475664|3475665|3475668|3475712|3475738|3475759|3475773|3475777|3475789|3475810|3475814|3475826|3475839|3475850|3475852|3475878|3475889|3475907|3475909|3475920|3475947|3475950|3475958|3475966|3475981|3475989|3476017|3476040|3476076|3476109|3476116|3476134|3476138|3476145|3476156|3476160|3476172|3476183|3476187|3476191|3476201|3476203|3476212|3476214|3476222|3476225|3476228|3476232|3476239|3476254|3476261|3476265|3476276|3476282|3476284|3476302|3476324|3476327|3476347|3476354|3476371|3476375|3476400|3476404|3476409|3476411|3476416|3476455|3476457|3476462|3476471|3476483|3476488|3476492|3476496|3476555|3476565|3476574|3476585|3476593|3476598|3476602|3476612|3476618|3476632|3476639|3476646|3476699|3476704|3476710|3476715|3476718|3476719|3476723|3476724|3476739|3476763|3476780|3476786|3476790|3476792|3476810|3476831|3476842|3476877|3476901|3476919|3476928|3476931|3476944|3476973|3476974|3476979|3476990|3476996|3477010|3477057|3477071|3477086|3477109|3477123|3477135|3477136|3477170|3477174|3477180|3477196|3477220|3477227|3477237|3477238|3477240|3477241|3477250|3477254|3477282|3477295|3477299|3477316|3477321|3477323|3477325|3477334|3477364|3477370|3477377|3477385|3477387|3477388|3477394|3477408|3477415|3477417|3477441|3477454|3477504|3477520|3477581|3477582|3477599|3477600|3477632|3477633|3477639|3477659|3477690|3477691|3477698|3477705|3477706|3477721|3477722|3477731|3477734|3477737|3477740|3477753|3477757|3477770|3477791|3477792|3477795|3477796|3477803|3477811|3477833|3477840|3477847|3477853|3477856|3477874|3477889|3477901|3477903|3477908|3477919|3477920|3477939|3477969|3477974|3477985|3477993|3477997|3478000|3478041|3478054|3478057|3478085|3478099|3478109|3478126|3478127|3478134|3478169|3478191|3478212|3478218|3478225|3478232|3478242|3478303|3478318|3478322|3478325|3478329|3478338|3478357|3478361|3478383|3478393|3478398|3478417|3478425|3478426|3478449|3478483|3478486|3478496|3478509|3478531|3478540|3478569|3478587|3478594|3478601|3478608|3478616|3478631|3478643|3478646|3478650|3478655|3478667|3478672|3478674|3478676|3478677|3478684|3478696|3478698|3478706|3478726|3478735|3478740|3478741|3478754|3478801|3478808|3478812|3478820|3478845|3478855|3478868|3478871|3478876|3478890|3478913|3478916|3478929|3478930|3478938|3478939|3478940|3478947|3478973|3478979|3479012|3479026|3479036|3479043|3479072|3479087|3479091|3479098|3479181|3479198|3479214|3479221|3479224|3479227|3479229|3479247|3479263|3479280|3479287|3479299|3479301|3479310|3479319|3479324|3479331|3479346|3479354|3479377|3479391|3479401|3479407|3479410|3479415|3479429|3479451|3479460|3479495|3479515|3479517|3479518|3479523|3479550|3479573|3479575|3479590|3479598|3479602|3479605|3479607|3479611|3479622|3479630|3479670|3479694|3479701|3479740|3479741|3479771|3479772|3479776|3479785|3479789|3479803|3479813|3479860|3479906|3479926|3479994|3480010|3480015|3480038|3480042|3480055|3480067|3480076|3480077|3480085|3480092|3480119|3480123|3480132|3480138|3480159|3480181|3480183|3480226|3480234|3480236|3480263|3480265|3480292|3480303|3480316|3480323|3480325|3480368|3480374|3480395|3480399|3480410|3480414|3480440|3480478|3480497|3480512|3480518|3480529|3480530|3480571|3480577|3480583|3480608|3480632|3480638|3480677|3480690|3480715|3480720|3480721|3480735|3480739|3480740|3480748|3480767|3480793|3480795|3480802|3480805|3480817|3480822|3480846|3480847|3480853|3480869|3480887|3480893|3480916|3480928|3480940|3480972|3480990|3481022|3481048|3481093|3481126|3481184|3481199|3481203|3481208|3481256|3481279|3481306|3481319|3481321|3481330|3481338|3481344|3481345|3481350|3481354|3481358|3481361|3481376|3481386|3481401|3481407|3481438|3481458
GO:0006364	rRNA processing	biological_process	16	3477467|3477558|3477627|3478566|3479267|3479526|3479698|3479753|3480024|3480177|3480232|3480595|3480620|3481010|3481167|3481418
GO:0006378	mRNA polyadenylation	biological_process	2	3479671|3481157
GO:0006388	tRNA splicing, via endonucleolytic cleavage and ligation	biological_process	1	3480220
GO:0006396	RNA processing	biological_process	12	3475415|3475487|3477482|3477557|3478275|3478377|3479267|3479671|3480031|3480220|3481157|3481426
GO:0006397	mRNA processing	biological_process	2	3479671|3481157
GO:0006399	tRNA metabolic process	biological_process	61	3475480|3475481|3475482|3475684|3475792|3475915|3475916|3476014|3476026|3476564|3476809|3476835|3477215|3477424|3477468|3477474|3477622|3477774|3478087|3478253|3478254|3478255|3478256|3478260|3478296|3478297|3478621|3478923|3478927|3478928|3479086|3479178|3479255|3479267|3479339|3479364|3479379|3479385|3479386|3479497|3479667|3479713|3479765|3479824|3479831|3479982|3480031|3480220|3480221|3480429|3480554|3480596|3480599|3480613|3480614|3480621|3480978|3481030|3481156|3481257|3481427
GO:0006400	tRNA modification	biological_process	24	3475792|3475916|3476014|3476026|3476564|3476835|3477215|3477424|3477468|3477774|3478087|3478255|3479379|3479385|3479386|3479765|3479824|3480221|3480596|3480599|3480978|3481156|3481257|3481427
GO:0006401	RNA catabolic process	biological_process	14	3475345|3475616|3475677|3475776|3476307|3476332|3477212|3477329|3480179|3480408|3480434|3481166|3481380|3481429
GO:0006402	mRNA catabolic process	biological_process	10	3475345|3475616|3475677|3475776|3477329|3480179|3480408|3480434|3481380|3481429
GO:0006412	translation	biological_process	50	3475702|3477198|3477201|3477466|3478431|3479307|3479491|3479492|3479562|3479568|3479569|3479720|3479721|3479945|3479947|3479948|3479949|3479951|3479952|3479953|3479954|3479955|3479956|3479958|3479959|3479960|3479961|3479962|3479963|3479964|3479965|3479968|3479969|3479973|3479974|3479977|3479978|3479979|3480419|3480871|3480979|3481032|3481148|3481168|3481169|3481171|3481428|3481453|3481454|3481455
GO:0006413	translational initiation	biological_process	4	3478268|3478924|3481267|3481425
GO:0006414	translational elongation	biological_process	5	3477199|3477390|3479971|3479972|3479981
GO:0006415	translational termination	biological_process	2	3476797|3479563
GO:0006417	regulation of translation	biological_process	4	3477442|3478929|3481267|3481402
GO:0006418	tRNA aminoacylation for protein translation	biological_process	28	3475480|3475481|3475482|3475684|3475915|3476809|3477474|3478260|3478296|3478297|3478621|3478923|3478927|3478928|3479086|3479178|3479255|3479364|3479497|3479667|3479713|3479831|3479982|3480554|3480613|3480614|3480621|3481030
GO:0006419	alanyl-tRNA aminoacylation	biological_process	1	3478621
GO:0006420	arginyl-tRNA aminoacylation	biological_process	1	3481030
GO:0006422	aspartyl-tRNA aminoacylation	biological_process	1	3479178
GO:0006423	cysteinyl-tRNA aminoacylation	biological_process	1	3478296
GO:0006424	glutamyl-tRNA aminoacylation	biological_process	5	3475480|3475481|3475482|3479086|3479667
GO:0006425	glutaminyl-tRNA aminoacylation	biological_process	1	3478297
GO:0006426	glycyl-tRNA aminoacylation	biological_process	2	3480613|3480614
GO:0006427	histidyl-tRNA aminoacylation	biological_process	1	3479364
GO:0006428	isoleucyl-tRNA aminoacylation	biological_process	1	3479713
GO:0006429	leucyl-tRNA aminoacylation	biological_process	1	3479831
GO:0006430	lysyl-tRNA aminoacylation	biological_process	1	3476809
GO:0006431	methionyl-tRNA aminoacylation	biological_process	2	3479255|3480621
GO:0006432	phenylalanyl-tRNA aminoacylation	biological_process	2	3478927|3478928
GO:0006433	prolyl-tRNA aminoacylation	biological_process	1	3475684
GO:0006434	seryl-tRNA aminoacylation	biological_process	1	3478260
GO:0006435	threonyl-tRNA aminoacylation	biological_process	2	3478923|3480554
GO:0006436	tryptophanyl-tRNA aminoacylation	biological_process	1	3479497
GO:0006437	tyrosyl-tRNA aminoacylation	biological_process	1	3479982
GO:0006438	valyl-tRNA aminoacylation	biological_process	1	3477474
GO:0006448	regulation of translational elongation	biological_process	1	3481402
GO:0006450	regulation of translational fidelity	biological_process	1	3481402
GO:0006457	protein folding	biological_process	32	3475387|3475468|3475612|3476708|3476922|3477741|3477746|3477996|3478189|3478298|3478522|3478885|3479249|3479250|3479372|3479373|3479448|3479634|3479696|3479711|3479725|3480018|3480022|3480367|3480369|3480876|3481198|3481216|3481217|3481409|3481410|3481411
GO:0006458	'de novo' protein folding	biological_process	1	3477746
GO:0006461	protein complex assembly	biological_process	14	3476636|3476920|3477464|3477536|3477538|3477539|3477540|3477541|3477608|3477636|3477940|3480662|3480667|3481198
GO:0006464	cellular protein modification process	biological_process	23	3476071|3476598|3477197|3477551|3478474|3478580|3478581|3478709|3478991|3479562|3479638|3479828|3480045|3480046|3480047|3480048|3480049|3480268|3480449|3480622|3480871|3481259|3481370
GO:0006465	signal peptide processing	biological_process	3	3477481|3477560|3479685
GO:0006470	protein dephosphorylation	biological_process	2	3477551|3480449
GO:0006479	protein methylation	biological_process	2	3478474|3479562
GO:0006486	protein glycosylation	biological_process	3	3478580|3478581|3481370
GO:0006493	protein O-linked glycosylation	biological_process	3	3478580|3478581|3481370
GO:0006497	protein lipidation	biological_process	1	3479828
GO:0006508	proteolysis	biological_process	50	3475359|3475427|3475441|3475461|3475583|3475741|3475742|3476194|3476820|3477205|3477249|3477328|3477374|3477477|3477743|3477744|3477745|3477765|3477823|3478116|3478117|3478123|3478124|3478266|3478269|3478458|3478506|3478517|3478584|3478863|3478881|3479137|3479151|3479334|3479356|3479528|3479693|3479712|3479730|3479851|3479983|3480035|3480050|3480114|3480340|3480481|3480959|3480960|3481027|3481028
GO:0006518	peptide metabolic process	biological_process	39	3475522|3475526|3475527|3475530|3475697|3475799|3475845|3475970|3476079|3476087|3476380|3476387|3476388|3476389|3476390|3476391|3476917|3476927|3476929|3477481|3477560|3477973|3478484|3478701|3478707|3478802|3479007|3479068|3479093|3479094|3479095|3479138|3479585|3479685|3479744|3480200|3480576|3480866|3481355
GO:0006520	cellular amino acid metabolic process	biological_process	223	3475333|3475343|3475358|3475372|3475429|3475456|3475457|3475458|3475480|3475481|3475482|3475525|3475557|3475578|3475595|3475684|3475708|3475709|3475747|3475806|3475807|3475886|3475887|3475915|3475948|3475950|3475993|3476018|3476019|3476021|3476022|3476023|3476027|3476029|3476033|3476069|3476148|3476185|3476211|3476213|3476280|3476418|3476466|3476467|3476468|3476693|3476741|3476742|3476743|3476747|3476761|3476809|3476927|3477080|3477097|3477190|3477272|3477320|3477474|3477669|3477694|3477695|3477747|3477760|3477835|3477999|3478227|3478229|3478230|3478231|3478236|3478247|3478260|3478296|3478297|3478352|3478387|3478433|3478434|3478435|3478436|3478438|3478456|3478478|3478567|3478607|3478620|3478621|3478622|3478624|3478626|3478627|3478628|3478629|3478630|3478723|3478750|3478751|3478752|3478755|3478756|3478758|3478836|3478837|3478840|3478923|3478927|3478928|3478982|3478987|3478990|3479032|3479086|3479178|3479191|3479255|3479264|3479274|3479357|3479364|3479378|3479419|3479438|3479497|3479649|3479650|3479651|3479667|3479672|3479713|3479718|3479735|3479738|3479774|3479777|3479831|3479848|3479982|3479986|3479996|3479997|3479998|3480004|3480032|3480033|3480097|3480098|3480099|3480100|3480101|3480103|3480171|3480211|3480214|3480215|3480249|3480255|3480277|3480283|3480300|3480313|3480314|3480331|3480333|3480334|3480375|3480383|3480384|3480409|3480410|3480425|3480498|3480510|3480551|3480554|3480613|3480614|3480621|3480636|3480637|3480638|3480679|3480715|3480716|3480778|3480779|3480843|3480861|3480941|3480945|3480952|3480953|3480955|3480956|3480976|3480977|3480989|3480992|3480997|3480998|3481000|3481001|3481014|3481015|3481030|3481044|3481045|3481063|3481086|3481101|3481142|3481161|3481185|3481322|3481323|3481331|3481332|3481336|3481341|3481343|3481346|3481412|3481420
GO:0006522	alanine metabolic process	biological_process	1	3480409
GO:0006524	alanine catabolic process	biological_process	1	3480409
GO:0006525	arginine metabolic process	biological_process	14	3475948|3478624|3478626|3478627|3478628|3478629|3478630|3478750|3478751|3478836|3478837|3479264|3479274|3480375
GO:0006526	arginine biosynthetic process	biological_process	5	3478630|3478751|3479264|3479274|3480375
GO:0006527	arginine catabolic process	biological_process	9	3475948|3478624|3478626|3478627|3478628|3478629|3478750|3478836|3478837
GO:0006528	asparagine metabolic process	biological_process	2	3476693|3478456
GO:0006529	asparagine biosynthetic process	biological_process	1	3478456
GO:0006534	cysteine metabolic process	biological_process	4	3475333|3475886|3478567|3479378
GO:0006535	cysteine biosynthetic process from serine	biological_process	3	3475886|3478567|3479378
GO:0006536	glutamate metabolic process	biological_process	3	3481001|3481044|3481045
GO:0006537	glutamate biosynthetic process	biological_process	2	3481044|3481045
GO:0006541	glutamine metabolic process	biological_process	9	3475429|3475993|3477097|3477320|3478607|3478840|3480300|3480977|3481101
GO:0006542	glutamine biosynthetic process	biological_process	7	3477097|3477320|3478607|3478840|3480300|3480977|3481101
GO:0006544	glycine metabolic process	biological_process	15	3476466|3476467|3476468|3478755|3478756|3478758|3479438|3479738|3480101|3480331|3480333|3480334|3480715|3480861|3481142
GO:0006545	glycine biosynthetic process	biological_process	2	3479738|3481142
GO:0006546	glycine catabolic process	biological_process	10	3476466|3476467|3476468|3478755|3478756|3478758|3480331|3480333|3480334|3480861
GO:0006547	histidine metabolic process	biological_process	20	3475456|3475457|3475458|3477747|3478434|3480551|3480941|3480952|3480953|3480955|3480956|3480989|3480992|3480997|3480998|3481000|3481001|3481014|3481015|3481161
GO:0006548	histidine catabolic process	biological_process	7	3480941|3480989|3480992|3480997|3480998|3481000|3481001
GO:0006549	isoleucine metabolic process	biological_process	6	3476069|3479649|3479650|3479651|3480249|3480277
GO:0006551	leucine metabolic process	biological_process	9	3475950|3476018|3476019|3476021|3476747|3477694|3477695|3479357|3480410
GO:0006552	leucine catabolic process	biological_process	3	3476747|3477694|3477695
GO:0006553	lysine metabolic process	biological_process	14	3475358|3475525|3475747|3476022|3477080|3478236|3478387|3478620|3478982|3478987|3480383|3480384|3481185|3481412
GO:0006554	lysine catabolic process	biological_process	1	3481185
GO:0006555	methionine metabolic process	biological_process	8	3475333|3475578|3476761|3477747|3478438|3480171|3480214|3480215
GO:0006556	S-adenosylmethionine biosynthetic process	biological_process	1	3480160
GO:0006558	L-phenylalanine metabolic process	biological_process	6	3476280|3476741|3476742|3476743|3477272|3479777
GO:0006559	L-phenylalanine catabolic process	biological_process	6	3476280|3476741|3476742|3476743|3477272|3479777
GO:0006560	proline metabolic process	biological_process	5	3475557|3479718|3479848|3480211|3481086
GO:0006561	proline biosynthetic process	biological_process	3	3479718|3479848|3480211
GO:0006562	proline catabolic process	biological_process	1	3481086
GO:0006563	L-serine metabolic process	biological_process	6	3475886|3478436|3478567|3479378|3480283|3481142
GO:0006564	L-serine biosynthetic process	biological_process	3	3478436|3480283|3481142
GO:0006566	threonine metabolic process	biological_process	4	3475709|3476213|3480103|3480679
GO:0006567	threonine catabolic process	biological_process	1	3480103
GO:0006568	tryptophan metabolic process	biological_process	12	3476027|3479996|3479997|3479998|3480004|3480636|3480637|3480638|3481336|3481341|3481343|3481346
GO:0006569	tryptophan catabolic process	biological_process	4	3481336|3481341|3481343|3481346
GO:0006570	tyrosine metabolic process	biological_process	7	3476148|3476280|3476741|3476742|3476743|3478433|3479777
GO:0006571	tyrosine biosynthetic process	biological_process	1	3478433
GO:0006572	tyrosine catabolic process	biological_process	6	3476148|3476280|3476741|3476742|3476743|3479777
GO:0006573	valine metabolic process	biological_process	7	3479649|3479650|3479651|3480249|3481323|3481331|3481332
GO:0006574	valine catabolic process	biological_process	3	3481323|3481331|3481332
GO:0006575	cellular modified amino acid metabolic process	biological_process	42	3475372|3475510|3475557|3475697|3475799|3475806|3475807|3475845|3475970|3476029|3477397|3477747|3478352|3478438|3478478|3478484|3478701|3478707|3479032|3479068|3479138|3479187|3479585|3479628|3479672|3479673|3479674|3480032|3480033|3480099|3480138|3480140|3480160|3480200|3480255|3480422|3480576|3480866|3481336|3481346|3481355|3481420
GO:0006576	cellular biogenic amine metabolic process	biological_process	31	3475357|3475556|3476027|3476184|3476482|3477979|3478010|3479862|3479863|3479864|3479865|3479866|3479996|3479997|3479998|3480004|3480138|3480140|3480302|3480515|3480636|3480637|3480638|3480901|3480917|3481094|3481268|3481336|3481341|3481343|3481346
GO:0006577	amino-acid betaine metabolic process	biological_process	7	3475372|3477905|3479222|3480128|3480138|3480139|3480140
GO:0006578	amino-acid betaine biosynthetic process	biological_process	6	3477905|3479222|3480128|3480138|3480139|3480140
GO:0006580	ethanolamine metabolic process	biological_process	6	3479862|3479863|3479864|3479865|3479866|3481094
GO:0006586	indolalkylamine metabolic process	biological_process	12	3476027|3479996|3479997|3479998|3480004|3480636|3480637|3480638|3481336|3481341|3481343|3481346
GO:0006591	ornithine metabolic process	biological_process	10	3475343|3478751|3479191|3479264|3479274|3479986|3480313|3480314|3480375|3480425
GO:0006592	ornithine biosynthetic process	biological_process	6	3475343|3479191|3479986|3480313|3480314|3480425
GO:0006595	polyamine metabolic process	biological_process	11	3475357|3475556|3476184|3476482|3477979|3478010|3480302|3480515|3480901|3480917|3481268
GO:0006596	polyamine biosynthetic process	biological_process	4	3476482|3480901|3480917|3481268
GO:0006598	polyamine catabolic process	biological_process	5	3475556|3476184|3477979|3480302|3480515
GO:0006629	lipid metabolic process	biological_process	153	3475379|3475405|3475447|3475609|3475610|3475628|3475671|3475782|3475936|3475937|3475938|3475940|3475955|3475968|3476028|3476034|3476036|3476037|3476038|3476056|3476106|3476316|3476356|3476406|3476489|3476524|3476540|3476541|3476545|3476576|3476630|3476698|3476830|3476834|3476935|3476936|3476937|3476947|3477126|3477130|3477203|3477204|3477208|3477209|3477210|3477211|3477214|3477239|3477378|3477404|3477448|3477548|3477564|3477565|3477572|3477573|3477663|3477689|3477696|3477697|3477802|3477806|3477809|3477838|3477928|3477932|3477935|3477936|3478079|3478205|3478299|3478317|3478349|3478350|3478351|3478370|3478430|3478453|3478580|3478585|3478654|3478713|3478714|3478978|3479037|3479038|3479039|3479040|3479056|3479057|3479109|3479157|3479209|3479233|3479292|3479365|3479465|3479494|3479511|3479521|3479556|3479567|3479648|3479679|3479722|3479817|3479837|3479838|3479875|3479897|3479898|3479904|3480034|3480056|3480057|3480059|3480126|3480186|3480360|3480415|3480424|3480528|3480556|3480557|3480565|3480570|3480584|3480597|3480616|3480782|3480837|3480838|3480845|3480883|3480897|3480898|3480973|3481052|3481053|3481055|3481068|3481069|3481085|3481105|3481106|3481107|3481117|3481121|3481143|3481260|3481261|3481295|3481421
GO:0006631	fatty acid metabolic process	biological_process	89	3475609|3475671|3475782|3475955|3475968|3476028|3476034|3476036|3476037|3476038|3476106|3476316|3476406|3476489|3476524|3476540|3476541|3476545|3476576|3476630|3476698|3476935|3476936|3476937|3477130|3477209|3477214|3477239|3477378|3477565|3477572|3477573|3477663|3477689|3477696|3477697|3477806|3477809|3477928|3477932|3477935|3477936|3478205|3478317|3478349|3478350|3478351|3478370|3478453|3478585|3478713|3478714|3479037|3479038|3479039|3479040|3479056|3479057|3479109|3479209|3479292|3479494|3479521|3479679|3479817|3479837|3479838|3480056|3480057|3480059|3480126|3480186|3480528|3480597|3480782|3480837|3480838|3480845|3480883|3480973|3481052|3481053|3481055|3481068|3481069|3481085|3481260|3481261|3481295
GO:0006633	fatty acid biosynthetic process	biological_process	30	3476028|3476316|3476698|3476937|3477209|3477214|3477565|3477663|3477697|3477928|3478205|3478349|3478350|3478351|3479056|3479057|3479292|3479837|3479838|3480186|3480528|3480782|3480845|3481052|3481053|3481055|3481068|3481069|3481260|3481261
GO:0006635	fatty acid beta-oxidation	biological_process	1	3475968
GO:0006637	acyl-CoA metabolic process	biological_process	11	3475466|3475610|3477735|3478413|3478637|3479677|3479793|3480711|3480861|3481099|3481100
GO:0006643	membrane lipid metabolic process	biological_process	12	3475936|3475937|3475938|3475940|3477208|3477210|3477211|3477548|3478299|3478580|3479465|3480616
GO:0006644	phospholipid metabolic process	biological_process	56	3475379|3475447|3475610|3475671|3475936|3475937|3475938|3475940|3476034|3476036|3476356|3476524|3476576|3476630|3476830|3476834|3476935|3477203|3477204|3477208|3477210|3477211|3477548|3477689|3477802|3477838|3477932|3478079|3478299|3478580|3478654|3478978|3479109|3479157|3479365|3479465|3479494|3479648|3479817|3479897|3479898|3479904|3480034|3480056|3480057|3480059|3480415|3480556|3480565|3480570|3480616|3480837|3480838|3480973|3481085|3481143
GO:0006650	glycerophospholipid metabolic process	biological_process	1	3480034
GO:0006654	phosphatidic acid biosynthetic process	biological_process	1	3480034
GO:0006664	glycolipid metabolic process	biological_process	12	3475936|3475937|3475938|3475940|3477208|3477210|3477211|3477548|3478299|3478580|3479465|3480616
GO:0006694	steroid biosynthetic process	biological_process	1	3479233
GO:0006720	isoprenoid metabolic process	biological_process	4	3479567|3479722|3479897|3480360
GO:0006721	terpenoid metabolic process	biological_process	2	3479567|3479897
GO:0006725	cellular aromatic compound metabolic process	biological_process	504	3475345|3475380|3475415|3475422|3475450|3475451|3475452|3475453|3475454|3475456|3475457|3475458|3475477|3475480|3475481|3475482|3475487|3475505|3475506|3475509|3475512|3475522|3475526|3475527|3475569|3475570|3475571|3475574|3475575|3475616|3475665|3475677|3475684|3475689|3475706|3475750|3475776|3475783|3475792|3475795|3475796|3475806|3475807|3475848|3475849|3475893|3475915|3475916|3475935|3475938|3475959|3475977|3475978|3476014|3476026|3476027|3476029|3476032|3476050|3476132|3476133|3476139|3476145|3476146|3476147|3476148|3476149|3476150|3476257|3476258|3476259|3476260|3476261|3476262|3476263|3476264|3476269|3476270|3476280|3476289|3476290|3476292|3476307|3476332|3476381|3476487|3476564|3476579|3476581|3476629|3476631|3476634|3476657|3476699|3476719|3476723|3476741|3476742|3476743|3476809|3476826|3476828|3476835|3476839|3476841|3476889|3476891|3476928|3476961|3476964|3476970|3477091|3477092|3477179|3477195|3477200|3477212|3477215|3477260|3477261|3477263|3477271|3477272|3477299|3477300|3477301|3477302|3477303|3477304|3477305|3477306|3477307|3477308|3477311|3477329|3477339|3477361|3477376|3477396|3477407|3477424|3477443|3477461|3477467|3477468|3477474|3477482|3477484|3477485|3477487|3477489|3477553|3477557|3477558|3477574|3477584|3477600|3477622|3477624|3477626|3477627|3477635|3477636|3477637|3477638|3477640|3477642|3477645|3477686|3477705|3477747|3477760|3477774|3477796|3477828|3477836|3477883|3477902|3478074|3478075|3478077|3478078|3478087|3478130|3478136|3478137|3478139|3478140|3478142|3478143|3478144|3478161|3478180|3478190|3478253|3478254|3478255|3478256|3478259|3478260|3478275|3478277|3478296|3478297|3478324|3478330|3478332|3478352|3478354|3478355|3478377|3478432|3478433|3478434|3478435|3478437|3478438|3478478|3478488|3478490|3478505|3478525|3478541|3478542|3478543|3478544|3478545|3478546|3478547|3478548|3478549|3478550|3478559|3478560|3478565|3478566|3478578|3478591|3478595|3478621|3478639|3478677|3478724|3478725|3478738|3478743|3478761|3478775|3478782|3478785|3478844|3478898|3478919|3478923|3478927|3478928|3478929|3478939|3478971|3479009|3479032|3479076|3479083|3479086|3479112|3479113|3479163|3479164|3479174|3479175|3479176|3479178|3479189|3479190|3479197|3479208|3479255|3479261|3479266|3479267|3479339|3479351|3479355|3479364|3479379|3479385|3479386|3479387|3479443|3479497|3479512|3479526|3479542|3479543|3479545|3479561|3479564|3479572|3479600|3479667|3479671|3479672|3479676|3479686|3479698|3479713|3479714|3479734|3479748|3479753|3479765|3479772|3479774|3479777|3479787|3479788|3479789|3479799|3479815|3479816|3479819|3479820|3479821|3479824|3479831|3479847|3479849|3479858|3479881|3479896|3479898|3479905|3479921|3479922|3479923|3479942|3479980|3479982|3479996|3479997|3479998|3480004|3480006|3480023|3480024|3480026|3480031|3480032|3480033|3480037|3480038|3480076|3480092|3480096|3480099|3480153|3480156|3480157|3480158|3480160|3480173|3480177|3480179|3480191|3480205|3480206|3480217|3480218|3480220|3480221|3480222|3480223|3480226|3480232|3480237|3480240|3480242|3480255|3480267|3480278|3480304|3480353|3480357|3480372|3480373|3480386|3480402|3480403|3480408|3480421|3480422|3480426|3480427|3480429|3480434|3480441|3480472|3480495|3480496|3480539|3480551|3480554|3480585|3480586|3480587|3480588|3480589|3480590|3480592|3480595|3480596|3480599|3480601|3480602|3480604|3480613|3480614|3480620|3480621|3480627|3480636|3480637|3480638|3480668|3480721|3480739|3480767|3480791|3480882|3480895|3480896|3480897|3480898|3480941|3480945|3480949|3480952|3480953|3480955|3480956|3480962|3480966|3480976|3480978|3480989|3480992|3480997|3480998|3481000|3481001|3481010|3481014|3481015|3481030|3481031|3481046|3481117|3481129|3481134|3481136|3481139|3481149|3481156|3481157|3481161|3481162|3481166|3481167|3481172|3481182|3481183|3481243|3481244|3481246|3481247|3481248|3481249|3481254|3481255|3481257|3481308|3481324|3481325|3481326|3481336|3481341|3481342|3481343|3481346|3481380|3481408|3481413|3481414|3481415|3481418|3481420|3481422|3481424|3481426|3481427|3481429|3481431|3481440|3481458
GO:0006729	tetrahydrobiopterin biosynthetic process	biological_process	1	3477271
GO:0006730	one-carbon metabolic process	biological_process	5	3479438|3479738|3480101|3480170|3480343
GO:0006732	coenzyme metabolic process	biological_process	100	3475466|3475510|3475610|3475795|3475806|3475807|3475977|3475978|3476029|3476326|3476828|3476959|3476960|3476993|3476994|3476995|3476998|3476999|3477000|3477002|3477091|3477092|3477271|3477397|3477488|3477489|3477490|3477735|3477747|3477828|3477883|3478075|3478078|3478180|3478330|3478352|3478358|3478413|3478438|3478440|3478478|3478637|3478724|3478725|3478738|3478761|3479032|3479187|3479208|3479561|3479628|3479672|3479673|3479674|3479676|3479677|3479686|3479714|3479793|3479837|3479838|3479847|3480006|3480032|3480033|3480045|3480046|3480047|3480048|3480049|3480099|3480153|3480156|3480158|3480160|3480191|3480240|3480255|3480278|3480304|3480337|3480339|3480352|3480422|3480475|3480476|3480539|3480711|3480861|3480962|3481016|3481018|3481099|3481100|3481182|3481183|3481420|3481422|3481431|3481440
GO:0006733	oxidoreduction coenzyme metabolic process	biological_process	39	3475795|3475977|3475978|3476326|3476828|3477091|3477092|3477828|3477883|3478075|3478078|3478180|3478330|3478440|3478724|3478725|3478738|3478761|3479208|3479676|3479847|3480006|3480153|3480156|3480158|3480278|3480337|3480339|3480352|3480475|3480476|3480962|3481016|3481018|3481182|3481183|3481422|3481431|3481440
GO:0006739	NADP metabolic process	biological_process	9	3475977|3475978|3478078|3478330|3478724|3478725|3480006|3480158|3480278
GO:0006743	ubiquinone metabolic process	biological_process	9	3476326|3478440|3480337|3480339|3480352|3480475|3480476|3481016|3481018
