go_id	go_term	go_domain	size	genes
GO:0016774	phosphotransferase activity, carboxyl group as acceptor	molecular_function	5	3478620|3478752|3479718|3480156|3480425
GO:0016775	phosphotransferase activity, nitrogenous group as acceptor	molecular_function	82	3475356|3475471|3475551|3475553|3475611|3475710|3475790|3475957|3475982|3476075|3476224|3476226|3476255|3476337|3476338|3476358|3476461|3476499|3476566|3476592|3476918|3476943|3476966|3477143|3477158|3477219|3477236|3477322|3477365|3477369|3477769|3477810|3477866|3477868|3477871|3478084|3478106|3478108|3478213|3478305|3478418|3478532|3478568|3478570|3478588|3478593|3478609|3478685|3478734|3478819|3478827|3478907|3478911|3479058|3479162|3479188|3479213|3479246|3479286|3479298|3479330|3479406|3479461|3479516|3479601|3479669|3479818|3480016|3480084|3480195|3480271|3480479|3480610|3480689|3480794|3480870|3480894|3480969|3481219|3481253|3481276|3481439
GO:0016776	phosphotransferase activity, phosphate group as acceptor	molecular_function	7	3477200|3478354|3478454|3479396|3479819|3479905|3480356
GO:0016778	diphosphotransferase activity	molecular_function	3	3478565|3479672|3480032
GO:0016779	nucleotidyltransferase activity	molecular_function	40	3475405|3475463|3475464|3475530|3476292|3476830|3476947|3476970|3477203|3477550|3477836|3478202|3478355|3478544|3478991|3479113|3479502|3479561|3479671|3479714|3479847|3479874|3479875|3479946|3479975|3479976|3480031|3480037|3480187|3480240|3480429|3480432|3480570|3480584|3480602|3480897|3481101|3481121|3481127|3481429
GO:0016780	phosphotransferase activity, for other substituted phosphate groups	molecular_function	9	3475379|3475937|3476356|3477802|3478541|3479474|3479648|3480191|3480565
GO:0016781	phosphotransferase activity, paired acceptors	molecular_function	2	3475915|3479045
GO:0016782	transferase activity, transferring sulfur-containing groups	molecular_function	19	3476407|3476408|3477424|3477622|3478136|3478137|3478253|3478254|3478255|3478256|3478585|3478986|3479376|3479824|3480027|3480065|3480235|3480711|3481144
GO:0016783	sulfurtransferase activity	molecular_function	9	3477622|3478253|3478256|3478986|3479376|3480027|3480065|3480235|3481144
GO:0016787	hydrolase activity	molecular_function	412	3475343|3475345|3475359|3475376|3475380|3475415|3475427|3475439|3475441|3475447|3475448|3475449|3475461|3475487|3475496|3475524|3475526|3475556|3475583|3475595|3475616|3475637|3475639|3475677|3475689|3475693|3475696|3475741|3475742|3475773|3475776|3475783|3475807|3475828|3475939|3475949|3475976|3475985|3475993|3476059|3476071|3476084|3476107|3476111|3476117|3476152|3476179|3476184|3476185|3476194|3476249|3476283|3476307|3476309|3476332|3476341|3476383|3476398|3476402|3476410|3476479|3476482|3476487|3476489|3476539|3476568|3476657|3476685|3476693|3476734|3476742|3476793|3476799|3476800|3476806|3476820|3476836|3476964|3476973|3476975|3477047|3477056|3477059|3477077|3477087|3477090|3477126|3477153|3477171|3477179|3477197|3477205|3477212|3477225|3477226|3477230|3477232|3477233|3477249|3477292|3477297|3477328|3477329|3477361|3477374|3477377|3477396|3477404|3477430|3477453|3477456|3477457|3477465|3477477|3477481|3477482|3477483|3477515|3477534|3477551|3477557|3477560|3477581|3477583|3477584|3477604|3477629|3477661|3477686|3477714|3477724|3477743|3477744|3477745|3477747|3477748|3477765|3477778|3477784|3477808|3477823|3477827|3477836|3477838|3477849|3477857|3477869|3477895|3477902|3477927|3477943|3477957|3477960|3477973|3478011|3478012|3478040|3478044|3478045|3478074|3478079|3478115|3478116|3478117|3478118|3478121|3478123|3478124|3478143|3478190|3478196|3478217|3478245|3478247|3478262|3478269|3478270|3478274|3478299|3478356|3478370|3478416|3478420|3478421|3478437|3478439|3478441|3478458|3478463|3478478|3478488|3478491|3478492|3478500|3478503|3478506|3478515|3478517|3478549|3478556|3478578|3478584|3478591|3478596|3478624|3478626|3478633|3478654|3478686|3478688|3478709|3478724|3478750|3478775|3478785|3478863|3478881|3478886|3478898|3478912|3478919|3478982|3479009|3479024|3479053|3479063|3479065|3479097|3479112|3479137|3479143|3479151|3479157|3479163|3479174|3479175|3479176|3479197|3479248|3479249|3479261|3479266|3479267|3479305|3479334|3479339|3479344|3479355|3479356|3479361|3479380|3479404|3479465|3479466|3479528|3479569|3479632|3479685|3479693|3479696|3479712|3479730|3479792|3479799|3479816|3479836|3479840|3479849|3479851|3479870|3479896|3479902|3479904|3479908|3479910|3479923|3479927|3479931|3479933|3479942|3479983|3479991|3480005|3480026|3480031|3480035|3480044|3480045|3480050|3480063|3480096|3480105|3480114|3480144|3480170|3480173|3480179|3480206|3480217|3480225|3480229|3480230|3480231|3480242|3480273|3480289|3480291|3480294|3480295|3480296|3480314|3480324|3480340|3480353|3480355|3480387|3480402|3480408|3480415|3480427|3480433|3480434|3480441|3480449|3480463|3480481|3480495|3480510|3480515|3480546|3480551|3480556|3480566|3480585|3480586|3480587|3480588|3480589|3480590|3480592|3480594|3480599|3480604|3480612|3480622|3480648|3480682|3480687|3480701|3480723|3480756|3480791|3480799|3480800|3480801|3480803|3480804|3480881|3480882|3480889|3480891|3480900|3480901|3480913|3480917|3480941|3480943|3480949|3480958|3480959|3480960|3480984|3480989|3481000|3481001|3481002|3481003|3481014|3481015|3481024|3481027|3481028|3481031|3481134|3481136|3481138|3481139|3481142|3481146|3481149|3481154|3481166|3481172|3481206|3481220|3481221|3481224|3481255|3481266|3481299|3481308|3481313|3481324|3481325|3481326|3481336|3481346|3481359|3481380|3481410|3481433|3481437
GO:0016788	hydrolase activity, acting on ester bonds	molecular_function	98	3475345|3475380|3475415|3475447|3475487|3475524|3475526|3475616|3475677|3475693|3475776|3476084|3476249|3476283|3476307|3476309|3476332|3476398|3476489|3476836|3476964|3477126|3477179|3477212|3477297|3477329|3477361|3477396|3477404|3477482|3477551|3477557|3477604|3477686|3477827|3477836|3477838|3477869|3478011|3478012|3478040|3478079|3478115|3478118|3478143|3478190|3478370|3478416|3478441|3478463|3478500|3478591|3478633|3478654|3478724|3478898|3478912|3479063|3479157|3479176|3479248|3479261|3479267|3479355|3479380|3479404|3479569|3479632|3479896|3479904|3479942|3480005|3480031|3480179|3480242|3480408|3480415|3480427|3480433|3480434|3480449|3480556|3480723|3480803|3480804|3480891|3480913|3480984|3481003|3481024|3481134|3481142|3481149|3481166|3481324|3481325|3481326|3481380
GO:0016790	thiolester hydrolase activity	molecular_function	2	3476309|3478370
GO:0016791	phosphatase activity	molecular_function	17	3476836|3477396|3477551|3478012|3478441|3479063|3479380|3479404|3479632|3479904|3480005|3480031|3480449|3480891|3480913|3480984|3481142
GO:0016793	triphosphoric monoester hydrolase activity	molecular_function	1	3477361
GO:0016794	diphosphoric monoester hydrolase activity	molecular_function	1	3480433
GO:0016796	exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters	molecular_function	10	3475415|3477686|3478898|3479267|3479355|3479896|3480427|3481324|3481325|3481326
GO:0016798	hydrolase activity, acting on glycosyl bonds	molecular_function	18	3475448|3475783|3476402|3476685|3477583|3477857|3477895|3477943|3477957|3478196|3478578|3478919|3479344|3479816|3479849|3480225|3480242|3480949
GO:0016799	hydrolase activity, hydrolyzing N-glycosyl compounds	molecular_function	7	3475783|3478578|3478919|3479816|3479849|3480242|3480949
GO:0016801	hydrolase activity, acting on ether bonds	molecular_function	1	3480170
GO:0016802	trialkylsulfonium hydrolase activity	molecular_function	1	3480170
GO:0016805	dipeptidase activity	molecular_function	3	3475359|3477778|3480114
GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	molecular_function	68	3475343|3475439|3475496|3475595|3475689|3475696|3475807|3475949|3475993|3476107|3476179|3476185|3476482|3476568|3476693|3476975|3477047|3477453|3477747|3477902|3478245|3478247|3478439|3478478|3478488|3478491|3478492|3478549|3478624|3478626|3478709|3478750|3478982|3479197|3479266|3479465|3479902|3479908|3479910|3480096|3480105|3480206|3480314|3480510|3480546|3480551|3480622|3480687|3480756|3480791|3480900|3480901|3480917|3480941|3480989|3481000|3481001|3481015|3481154|3481220|3481221|3481224|3481255|3481308|3481313|3481336|3481359|3481433
GO:0016811	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides	molecular_function	33	3475343|3475595|3475696|3475993|3476107|3476179|3476185|3476693|3476975|3477453|3478247|3478439|3478549|3478624|3478709|3478982|3479197|3479465|3480096|3480314|3480510|3480546|3480622|3480687|3481001|3481154|3481220|3481221|3481224|3481313|3481336|3481359|3481433
GO:0016812	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides	molecular_function	9	3475439|3476568|3477047|3478245|3478488|3479266|3480206|3480791|3481000
GO:0016813	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines	molecular_function	10	3475949|3476482|3478491|3478492|3478626|3478750|3480901|3480917|3480941|3480989
GO:0016814	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines	molecular_function	11	3475689|3475807|3477747|3478478|3479902|3479908|3479910|3480551|3481015|3481255|3481308
GO:0016815	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in nitriles	molecular_function	1	3477902
GO:0016817	hydrolase activity, acting on acid anhydrides	molecular_function	95	3475449|3475773|3475985|3476383|3476487|3476657|3476793|3476799|3476800|3476806|3477225|3477226|3477230|3477232|3477233|3477377|3477465|3477483|3477534|3477584|3477714|3477745|3477808|3477849|3478044|3478045|3478074|3478121|3478262|3478269|3478299|3478420|3478421|3478437|3478503|3478556|3478596|3478686|3478688|3478775|3478785|3479009|3479097|3479151|3479163|3479174|3479175|3479249|3479361|3479466|3479696|3479730|3479799|3479851|3479870|3479923|3480026|3480144|3480173|3480217|3480229|3480294|3480295|3480296|3480353|3480355|3480402|3480441|3480463|3480495|3480585|3480586|3480587|3480588|3480589|3480590|3480592|3480594|3480599|3480604|3480682|3480799|3480800|3480801|3480882|3481014|3481027|3481028|3481031|3481136|3481139|3481146|3481172|3481299|3481410
GO:0016818	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	molecular_function	95	3475449|3475773|3475985|3476383|3476487|3476657|3476793|3476799|3476800|3476806|3477225|3477226|3477230|3477232|3477233|3477377|3477465|3477483|3477534|3477584|3477714|3477745|3477808|3477849|3478044|3478045|3478074|3478121|3478262|3478269|3478299|3478420|3478421|3478437|3478503|3478556|3478596|3478686|3478688|3478775|3478785|3479009|3479097|3479151|3479163|3479174|3479175|3479249|3479361|3479466|3479696|3479730|3479799|3479851|3479870|3479923|3480026|3480144|3480173|3480217|3480229|3480294|3480295|3480296|3480353|3480355|3480402|3480441|3480463|3480495|3480585|3480586|3480587|3480588|3480589|3480590|3480592|3480594|3480599|3480604|3480682|3480799|3480800|3480801|3480882|3481014|3481027|3481028|3481031|3481136|3481139|3481146|3481172|3481299|3481410
GO:0016820	hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances	molecular_function	30	3475449|3476383|3476793|3476799|3476800|3476806|3477225|3477534|3478044|3478045|3478121|3478420|3478421|3478686|3478688|3479097|3480294|3480295|3480296|3480585|3480586|3480587|3480588|3480589|3480590|3480592|3480799|3480800|3480801|3481299
GO:0016822	hydrolase activity, acting on acid carbon-carbon bonds	molecular_function	3	3476479|3476742|3481346
GO:0016823	hydrolase activity, acting on acid carbon-carbon bonds, in ketonic substances	molecular_function	3	3476479|3476742|3481346
GO:0016824	hydrolase activity, acting on acid halide bonds	molecular_function	4	3475637|3475639|3477056|3477059
GO:0016827	hydrolase activity, acting on acid carbon-phosphorus bonds	molecular_function	1	3477724
GO:0016829	lyase activity	molecular_function	138	3475333|3475357|3475409|3475411|3475477|3475512|3475557|3475586|3475709|3475725|3475747|3475782|3475806|3475848|3475886|3475938|3475955|3475959|3476018|3476019|3476033|3476035|3476069|3476106|3476146|3476147|3476213|3476216|3476269|3476270|3476286|3476340|3476476|3476545|3476561|3476579|3476673|3476818|3476828|3476834|3476936|3477209|3477271|3477301|3477378|3477572|3477620|3477669|3477692|3477696|3477809|3477835|3477887|3478144|3478259|3478277|3478281|3478317|3478352|3478387|3478435|3478471|3478490|3478546|3478567|3478622|3478723|3478737|3478739|3478757|3478815|3478955|3479037|3479039|3479053|3479057|3479209|3479212|3479261|3479333|3479503|3479545|3479636|3479773|3479858|3479864|3479865|3479866|3479908|3479996|3479998|3480004|3480033|3480039|3480103|3480133|3480153|3480188|3480189|3480190|3480192|3480242|3480249|3480277|3480352|3480357|3480372|3480375|3480383|3480422|3480475|3480495|3480496|3480498|3480527|3480531|3480552|3480636|3480637|3480658|3480686|3480781|3480783|3480843|3480877|3480898|3480952|3480992|3480997|3480998|3481042|3481046|3481063|3481098|3481143|3481262|3481268|3481427
GO:0016830	carbon-carbon lyase activity	molecular_function	47	3475357|3475477|3475512|3475806|3475938|3475959|3476146|3476147|3476270|3476579|3476818|3477692|3477835|3477887|3478144|3478281|3478352|3478387|3478490|3478546|3478622|3478723|3479037|3479053|3479858|3479908|3479996|3479998|3480004|3480033|3480103|3480153|3480188|3480189|3480190|3480192|3480352|3480383|3480422|3480475|3480495|3480496|3480527|3480877|3481046|3481143|3481268
GO:0016831	carboxy-lyase activity	molecular_function	32	3475357|3475477|3475512|3475938|3475959|3476146|3476147|3476270|3476818|3477835|3477887|3478144|3478387|3478490|3478546|3479053|3479858|3479996|3480188|3480189|3480190|3480192|3480352|3480383|3480422|3480495|3480496|3480527|3480877|3481046|3481143|3481268
GO:0016832	aldehyde-lyase activity	molecular_function	6	3475806|3478622|3478723|3480033|3480103|3480153
GO:0016833	oxo-acid-lyase activity	molecular_function	8	3477692|3478281|3478352|3478723|3479037|3479998|3480004|3480475
GO:0016835	carbon-oxygen lyase activity	molecular_function	59	3475409|3475411|3475586|3475709|3475747|3475782|3475848|3475886|3475955|3476018|3476019|3476033|3476035|3476106|3476213|3476269|3476476|3476545|3476561|3476673|3476828|3476936|3477209|3477271|3477301|3477378|3477572|3477620|3477696|3477809|3478317|3478435|3478471|3478567|3478737|3478739|3478815|3479039|3479057|3479209|3479212|3479261|3479503|3479636|3479773|3480242|3480249|3480357|3480372|3480552|3480636|3480637|3480658|3480898|3480952|3480992|3481042|3481262|3481427
GO:0016836	hydro-lyase activity	molecular_function	48	3475411|3475586|3475747|3475782|3475848|3475955|3476018|3476019|3476035|3476106|3476269|3476476|3476545|3476561|3476673|3476828|3476936|3477209|3477271|3477301|3477378|3477572|3477620|3477696|3477809|3478317|3478435|3478737|3478815|3479039|3479057|3479209|3479212|3479503|3479636|3479773|3480249|3480357|3480372|3480552|3480636|3480637|3480658|3480898|3480952|3480992|3481262|3481427
GO:0016837	carbon-oxygen lyase activity, acting on polysaccharides	molecular_function	1	3475409
GO:0016838	carbon-oxygen lyase activity, acting on phosphates	molecular_function	5	3475709|3476213|3478471|3478739|3481042
GO:0016840	carbon-nitrogen lyase activity	molecular_function	15	3475557|3476069|3477669|3478277|3478757|3479864|3479865|3479866|3480133|3480277|3480375|3480498|3480997|3480998|3481063
GO:0016841	ammonia-lyase activity	molecular_function	13	3475557|3476069|3477669|3478757|3479864|3479865|3479866|3480133|3480277|3480498|3480997|3480998|3481063
GO:0016842	amidine-lyase activity	molecular_function	2	3478277|3480375
GO:0016846	carbon-sulfur lyase activity	molecular_function	4	3475333|3476216|3476286|3480843
GO:0016849	phosphorus-oxygen lyase activity	molecular_function	9	3476340|3476834|3479333|3480039|3480531|3480686|3480781|3480783|3481098
GO:0016851	magnesium chelatase activity	molecular_function	1	3475569
GO:0016853	isomerase activity	molecular_function	90	3475387|3475405|3475468|3475522|3475523|3475577|3475612|3475628|3475707|3475893|3476026|3476027|3476118|3476146|3476147|3476150|3476263|3476264|3476477|3476478|3476556|3476581|3476708|3476743|3476781|3476835|3476922|3476947|3476961|3477263|3477448|3477508|3477558|3477572|3477574|3477645|3477746|3477851|3477886|3477944|3477955|3477999|3478142|3478236|3478298|3478324|3478429|3478435|3478437|3478438|3478505|3478522|3478733|3478816|3478843|3478885|3478971|3479386|3479484|3479511|3479560|3479676|3479698|3479711|3479725|3479797|3479815|3479821|3479875|3479907|3480006|3480022|3480278|3480367|3480384|3480407|3480424|3480604|3480896|3480945|3480955|3480962|3480976|3481136|3481139|3481194|3481247|3481421|3481422|3481427
GO:0016854	racemase and epimerase activity	molecular_function	16	3475628|3476556|3477508|3477572|3477999|3478236|3478429|3478733|3479511|3479560|3479797|3480006|3480384|3480407|3480896|3481194
GO:0016855	racemase and epimerase activity, acting on amino acids and derivatives	molecular_function	6	3476556|3477999|3478236|3479560|3480384|3480407
GO:0016856	racemase and epimerase activity, acting on hydroxy acids and derivatives	molecular_function	1	3477572
GO:0016857	racemase and epimerase activity, acting on carbohydrates and derivatives	molecular_function	8	3475628|3478429|3478733|3479511|3479797|3480006|3480896|3481194
GO:0016859	cis-trans isomerase activity	molecular_function	14	3475387|3475468|3475577|3475612|3476708|3476743|3477746|3478298|3478522|3478885|3479711|3479725|3480022|3480367
GO:0016860	intramolecular oxidoreductase activity	molecular_function	23	3475405|3475707|3476027|3476118|3476146|3476147|3476150|3476263|3476477|3476581|3476781|3476922|3476947|3477448|3477572|3477886|3478324|3478438|3479676|3479875|3480278|3480955|3481422
GO:0016861	intramolecular oxidoreductase activity, interconverting aldoses and ketoses	molecular_function	13	3475405|3476027|3476118|3476477|3476947|3477448|3477886|3478438|3479676|3479875|3480278|3480955|3481422
GO:0016862	intramolecular oxidoreductase activity, interconverting keto- and enol-groups	molecular_function	1	3476581
GO:0016863	intramolecular oxidoreductase activity, transposing C=C bonds	molecular_function	6	3476146|3476147|3476150|3476263|3477572|3478324
GO:0016864	intramolecular oxidoreductase activity, transposing S-S bonds	molecular_function	2	3475707|3476922
GO:0016866	intramolecular transferase activity	molecular_function	27	3475522|3475523|3476026|3476835|3476961|3477263|3477558|3477851|3477944|3477955|3478435|3478505|3478816|3478843|3478971|3479484|3479698|3479815|3479821|3479907|3480424|3480945|3480962|3480976|3481247|3481421|3481427
GO:0016867	intramolecular transferase activity, transferring acyl groups	molecular_function	2	3479907|3481247
GO:0016868	intramolecular transferase activity, phosphotransferases	molecular_function	6	3477851|3478816|3479484|3480424|3480962|3481421
GO:0016869	intramolecular transferase activity, transferring amino groups	molecular_function	1	3479821
GO:0016872	intramolecular lyase activity	molecular_function	2	3476264|3478142
GO:0016874	ligase activity	molecular_function	93	3475429|3475480|3475481|3475482|3475569|3475570|3475610|3475684|3475750|3476028|3476029|3476542|3476598|3476809|3476826|3476934|3476937|3477092|3477097|3477214|3477215|3477303|3477320|3477474|3477487|3477642|3477695|3477697|3477936|3477979|3478181|3478182|3478260|3478296|3478297|3478377|3478456|3478545|3478547|3478559|3478607|3478621|3478637|3478713|3478714|3478840|3478923|3478927|3478928|3479086|3479138|3479178|3479255|3479264|3479364|3479469|3479470|3479473|3479475|3479476|3479497|3479521|3479595|3479667|3479674|3479677|3479713|3479831|3479838|3479859|3479982|3480052|3480061|3480200|3480300|3480302|3480343|3480422|3480528|3480554|3480613|3480614|3480866|3480953|3480977|3481030|3481162|3481182|3481254|3481260|3481261|3481413|3481414
GO:0016875	ligase activity, forming carbon-oxygen bonds	molecular_function	23	3475684|3476809|3477474|3478260|3478296|3478297|3478621|3478923|3478927|3478928|3479086|3479178|3479255|3479364|3479497|3479667|3479713|3479831|3479982|3480554|3480613|3480614|3481030
GO:0016876	ligase activity, forming aminoacyl-tRNA and related compounds	molecular_function	23	3475684|3476809|3477474|3478260|3478296|3478297|3478621|3478923|3478927|3478928|3479086|3479178|3479255|3479364|3479497|3479667|3479713|3479831|3479982|3480554|3480613|3480614|3481030
GO:0016877	ligase activity, forming carbon-sulfur bonds	molecular_function	10	3475610|3477303|3477936|3478181|3478182|3478637|3478713|3478714|3479521|3479677
GO:0016878	acid-thiol ligase activity	molecular_function	6	3475610|3477303|3478181|3478182|3478637|3479677
GO:0016879	ligase activity, forming carbon-nitrogen bonds	molecular_function	51	3475429|3475480|3475481|3475482|3475750|3476029|3476542|3476598|3476826|3476937|3477092|3477097|3477215|3477320|3477487|3477697|3477979|3478456|3478545|3478547|3478559|3478607|3478840|3479138|3479264|3479469|3479470|3479473|3479475|3479476|3479595|3479674|3479838|3479859|3480052|3480061|3480200|3480300|3480302|3480343|3480422|3480528|3480866|3480953|3480977|3481162|3481182|3481254|3481260|3481413|3481414
GO:0016880	acid-ammonia (or amide) ligase activity	molecular_function	11	3477092|3477097|3477320|3477979|3478547|3478607|3478840|3480300|3480302|3480977|3481182
GO:0016881	acid-amino acid ligase activity	molecular_function	14	3475750|3476029|3479138|3479469|3479470|3479473|3479475|3479476|3479595|3479674|3479859|3480200|3480422|3480866
GO:0016882	cyclo-ligase activity	molecular_function	3	3478559|3480061|3480343
GO:0016884	carbon-nitrogen ligase activity, with glutamine as amido-N-donor	molecular_function	12	3475429|3475480|3475481|3475482|3476542|3477487|3478456|3478545|3480052|3480953|3481413|3481414
GO:0016885	ligase activity, forming carbon-carbon bonds	molecular_function	9	3476028|3476934|3476937|3477214|3477695|3477697|3480528|3481260|3481261
GO:0016886	ligase activity, forming phosphoric ester bonds	molecular_function	2	3477642|3478377
GO:0016887	ATPase activity	molecular_function	66	3475449|3475985|3476383|3476487|3476657|3476793|3476799|3476800|3476806|3477225|3477377|3477534|3477714|3477745|3477849|3478044|3478045|3478074|3478121|3478262|3478269|3478420|3478421|3478437|3478503|3478686|3478688|3478775|3479009|3479097|3479151|3479249|3479696|3479730|3479799|3479851|3479923|3480173|3480294|3480295|3480296|3480353|3480402|3480441|3480463|3480495|3480585|3480586|3480587|3480588|3480589|3480590|3480592|3480594|3480604|3480799|3480800|3480801|3481027|3481028|3481031|3481136|3481139|3481172|3481299|3481410
GO:0016889	endodeoxyribonuclease activity, producing 3'-phosphomonoesters	molecular_function	1	3479176
GO:0016891	endoribonuclease activity, producing 5'-phosphomonoesters	molecular_function	3	3476307|3477212|3477482
GO:0016893	endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters	molecular_function	3	3476307|3477212|3477482
GO:0016894	endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 3'-phosphomonoesters	molecular_function	1	3479176
GO:0016895	exodeoxyribonuclease activity, producing 5'-phosphomonoesters	molecular_function	8	3477686|3478898|3479355|3479896|3480427|3481324|3481325|3481326
GO:0016896	exoribonuclease activity, producing 5'-phosphomonoesters	molecular_function	2	3475415|3479267
GO:0016899	oxidoreductase activity, acting on the CH-OH group of donors, oxygen as acceptor	molecular_function	3	3475904|3475905|3475906
GO:0016901	oxidoreductase activity, acting on the CH-OH group of donors, quinone or similar compound as acceptor	molecular_function	5	3476784|3479281|3479327|3479538|3480041
GO:0016903	oxidoreductase activity, acting on the aldehyde or oxo group of donors	molecular_function	42	3475342|3475509|3475564|3475895|3475928|3476022|3476148|3476178|3476210|3476233|3476991|3476997|3477140|3477735|3477905|3477980|3478130|3478178|3478230|3478231|3478627|3478738|3478957|3479222|3479564|3479848|3479861|3479986|3480095|3480139|3480157|3480237|3480417|3480778|3480920|3480921|3480922|3480923|3481100|3481323|3481331|3481385
GO:0016979	lipoate-protein ligase activity	molecular_function	1	3479838
GO:0016987	sigma factor activity	molecular_function	27	3475665|3475796|3475849|3476381|3476699|3476719|3476723|3476839|3476928|3477195|3477443|3477600|3477705|3477796|3478677|3478740|3478939|3479772|3480038|3480076|3480092|3480226|3480368|3480721|3480739|3480767|3481458
GO:0016989	sigma factor antagonist activity	molecular_function	3	3475797|3475798|3477706
GO:0016990	arginine deiminase activity	molecular_function	1	3478750
GO:0016993	precorrin-8X methylmutase activity	molecular_function	1	3481247
GO:0016994	precorrin-6A reductase activity	molecular_function	1	3481243
GO:0016999	antibiotic metabolic process	biological_process	14	3475439|3475493|3475696|3476568|3477047|3477810|3478652|3478802|3478816|3478893|3479007|3479312|3480291|3481305
GO:0017000	antibiotic biosynthetic process	biological_process	11	3475493|3475696|3477810|3478652|3478802|3478816|3478893|3479007|3479312|3480291|3481305
GO:0017001	antibiotic catabolic process	biological_process	3	3475439|3476568|3477047
GO:0017004	cytochrome complex assembly	biological_process	11	3476636|3476920|3477464|3477536|3477538|3477539|3477540|3477541|3477608|3477940|3480662
GO:0017057	6-phosphogluconolactonase activity	molecular_function	1	3478724
GO:0017076	purine nucleotide binding	molecular_function	51	3475449|3475528|3475529|3475569|3475571|3476383|3476392|3476793|3476797|3476799|3476800|3476841|3476927|3477483|3477640|3477693|3477744|3477936|3478039|3478043|3478074|3478082|3478121|3478189|3478264|3478713|3479097|3479299|3479361|3479467|3479633|3479667|3479670|3479742|3479748|3479768|3480209|3480228|3480257|3480296|3480601|3480682|3480799|3480871|3480979|3481027|3481148|3481234|3481408|3481409|3481410
GO:0017111	nucleoside-triphosphatase activity	molecular_function	87	3475449|3475773|3475985|3476383|3476487|3476657|3476793|3476799|3476800|3476806|3477225|3477226|3477230|3477232|3477233|3477377|3477465|3477483|3477534|3477584|3477714|3477745|3477849|3478044|3478045|3478074|3478121|3478262|3478269|3478420|3478421|3478437|3478503|3478596|3478686|3478688|3478775|3478785|3479009|3479097|3479151|3479163|3479174|3479175|3479249|3479361|3479466|3479696|3479730|3479799|3479851|3479923|3480144|3480173|3480229|3480294|3480295|3480296|3480353|3480402|3480441|3480463|3480495|3480585|3480586|3480587|3480588|3480589|3480590|3480592|3480594|3480599|3480604|3480682|3480799|3480800|3480801|3480882|3481027|3481028|3481031|3481136|3481139|3481146|3481172|3481299|3481410
GO:0017144	drug metabolic process	biological_process	14	3475439|3475493|3475696|3476568|3477047|3477810|3478652|3478802|3478816|3478893|3479007|3479312|3480291|3481305
GO:0017150	tRNA dihydrouridine synthase activity	molecular_function	2	3476014|3481257
GO:0017169	CDP-alcohol phosphatidyltransferase activity	molecular_function	4	3475379|3477802|3479648|3480565
GO:0017171	serine hydrolase activity	molecular_function	22	3475427|3475461|3475583|3475741|3476973|3477481|3477560|3477581|3477629|3477743|3477744|3477745|3478116|3478117|3478270|3478517|3479112|3479151|3479334|3479840|3480050|3480959
GO:0018065	protein-cofactor linkage	biological_process	1	3480268
GO:0018130	heterocycle biosynthetic process	biological_process	219	3475456|3475457|3475458|3475522|3475526|3475527|3475547|3475569|3475570|3475571|3475574|3475575|3475665|3475750|3475795|3475796|3475806|3475807|3475848|3475849|3475959|3476029|3476032|3476381|3476631|3476634|3476699|3476719|3476723|3476826|3476839|3476928|3476959|3476960|3476993|3476994|3476995|3476998|3476999|3477000|3477002|3477091|3477092|3477195|3477271|3477407|3477443|3477461|3477485|3477487|3477488|3477489|3477490|3477600|3477624|3477626|3477705|3477747|3477774|3477796|3477828|3478077|3478087|3478161|3478259|3478277|3478352|3478358|3478434|3478478|3478541|3478542|3478543|3478544|3478545|3478546|3478547|3478548|3478549|3478550|3478559|3478560|3478595|3478623|3478639|3478677|3478761|3478844|3478919|3478939|3479032|3479189|3479190|3479197|3479266|3479351|3479386|3479398|3479443|3479542|3479543|3479545|3479561|3479564|3479672|3479686|3479714|3479718|3479734|3479772|3479819|3479820|3479821|3479837|3479838|3479847|3479848|3479898|3479902|3479905|3479907|3479908|3479909|3479910|3479922|3479980|3479996|3479997|3479998|3480004|3480023|3480032|3480037|3480038|3480045|3480046|3480047|3480048|3480049|3480061|3480062|3480064|3480065|3480076|3480092|3480096|3480157|3480160|3480176|3480191|3480205|3480206|3480211|3480218|3480222|3480223|3480226|3480240|3480255|3480267|3480304|3480353|3480357|3480372|3480373|3480422|3480426|3480495|3480496|3480539|3480551|3480585|3480586|3480587|3480588|3480589|3480590|3480592|3480595|3480627|3480636|3480637|3480638|3480668|3480721|3480739|3480767|3480895|3480896|3480897|3480898|3480952|3480953|3480955|3480956|3480978|3481014|3481015|3481046|3481129|3481161|3481162|3481182|3481183|3481243|3481244|3481246|3481247|3481248|3481249|3481254|3481255|3481413|3481414|3481415|3481420|3481424|3481431|3481458
GO:0018175	protein nucleotidylation	biological_process	1	3478991
